order	maxcpp	nlines	contrast	RV	sig
-----	------	------	--------	--	---
 0	  123	 198	19.1	   4.6608	 5.7836
 1	  151	 196	17.7	   4.9255	 4.6939
 2	  270	 217	26.2	   4.7992	 5.4024
 3	  316	 204	26.1	   5.1183	 4.9447
 4	  356	 210	25.8	   5.1190	 4.8964
 5	  421	 212	26.0	   4.8643	 5.1153
 6	  471	 197	29.2	   4.9088	 5.2174
 7	  506	 181	28.1	   4.6162	 5.4866
 8	  528	 176	25.3	   5.2962	 5.3999
 9	  559	 145	22.3	   5.0533	 4.7350
10	  692	 188	24.7	   4.8834	 5.4252
11	  811	 184	26.4	   4.8976	 4.8990
12	  879	 162	26.3	   4.8842	 6.0367
13	  907	 134	27.2	   4.9227	 5.5353
14	  980	 128	22.2	   5.0609	 5.2189
15	  994	 130	22.8	   4.8531	 5.3939
16	 1121	 124	20.2	   4.9505	 4.6711
17	 1085	 138	20.3	   5.1168	 5.0535
18	 1224	 106	27.4	   4.8250	 5.4683
19	 1375	 127	25.6	   4.9648	 5.3340
20	 1400	 126	24.4	   4.4369	 5.4683
21	 1620	 123	25.4	   4.8248	 6.6263
22	 1590	 120	28.3	   5.0580	 5.6972
23	 1628	 120	25.7	   5.0407	 6.1656
24	 1692	 101	30.1	   4.9482	 6.1022
25	 1797	  90	24.6	   4.7778	 6.0566
26	 1904	  83	25.7	   4.7065	 6.2629
27	 2043	  85	20.3	   4.8368	 5.7154
28	 2075	  60	18.2	   5.0864	 5.7374
29	 2188	  56	15.8	   4.8675	 6.0172
30	    0	   0	 0.0	   0.0000	 0.0000
31	 2550	  37	23.2	   4.8101	 5.6583
32	 2530	  84	22.0	   4.8607	 5.2782
33	 2800	  51	21.2	   4.7956	 5.5662
34	 2599	  42	22.2	   4.7876	 6.3861
35	 2229	  13	28.2	   4.7821	 6.0850
36	 2728	  26	13.4	   4.8765	 5.6796
37	 2737	  53	13.7	   4.8614	 5.6770
38	    0	   0	 0.0	   0.0000	 0.0000
