order	maxcpp	nlines	contrast	RV	sig
-----	------	------	--------	--	---
 0	  111	 198	19.9	   4.3292	 5.3969
 1	  136	 196	18.7	   4.5737	 4.4046
 2	  244	 217	24.4	   4.7445	 5.6563
 3	  281	 204	24.9	   5.0008	 5.1116
 4	  318	 210	25.0	   4.9673	 4.8108
 5	  376	 212	25.6	   4.7929	 4.9672
 6	  417	 197	28.6	   4.8484	 5.2532
 7	  447	 181	28.1	   4.5838	 5.4047
 8	  472	 176	24.4	   5.0758	 5.4287
 9	  501	 145	21.5	   5.0648	 4.7538
10	  615	 188	24.2	   4.7767	 5.4035
11	  722	 184	26.1	   4.8253	 4.9223
12	  785	 162	26.4	   4.8265	 6.1026
13	  808	 134	27.5	   4.7801	 5.4960
14	  876	 128	22.8	   5.1233	 5.1713
15	  885	 130	22.5	   4.7103	 5.3549
16	 1000	 124	20.2	   4.8130	 4.7628
17	  970	 138	20.0	   4.9386	 5.0889
18	 1094	 106	27.4	   4.7152	 5.3759
19	 1238	 127	25.5	   4.9027	 5.2892
20	 1255	 126	24.3	   4.3849	 5.4956
21	 1449	 123	25.2	   4.6839	 6.5702
22	 1426	 120	28.0	   5.0204	 5.6601
23	 1447	 120	25.9	   4.9688	 6.1160
24	 1516	 101	30.5	   4.8525	 6.0471
25	 1597	  90	24.8	   4.6431	 5.9795
26	 1709	  83	25.7	   4.5366	 6.3826
27	 1827	  85	20.1	   4.7365	 5.6942
28	 1854	  60	17.9	   5.0210	 5.7031
29	 1952	  56	15.5	   4.7060	 5.8913
30	    0	   0	 0.0	   0.0000	 0.0000
31	 2288	  37	23.0	   4.6138	 5.5915
32	 2279	  84	21.7	   4.7463	 5.2369
33	 2510	  51	21.0	   4.7011	 5.6064
34	 2345	  42	22.2	   4.6593	 6.2767
35	 2006	  13	27.9	   4.5876	 5.7508
36	 2483	  26	12.7	   4.5125	 5.7687
37	 2489	  53	13.7	   4.8512	 5.9155
38	    0	   0	 0.0	   0.0000	 0.0000
