\FILE_NAME,\STAR_ID,\DATA_CATEGORY,\NUMBER_OF_POINTS,\TIME_REFERENCE_FRAME,\MINIMUM_DATE,\DATE_UNITS,\MAXIMUM_DATE,\MINIMUM_VALUE,\VALUE_UNITS,\MAXIMUM_VALUE,\REFERENCE,\BIBCODE,\TELESCOPE,\INSTRUMENT,\WAVELENGTH_CALIBRATION_TECHNIQUE,\OBSERVATORY_SITE,\COLUMN_FCJD,\COLUMN_RADIAL_VELOCITY
KEPLER4_085_RV.tbl,2MASS J18494115+4725324,Planet Radial Velocity Curve,22,FCJD,2454994.836597,days,2455496.564896,-567.760,m/s,289.200,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
HD46375_068_RV.tbl,2MASS J06340508+0644327,Planet Radial Velocity Curve,23,FCJD,2454931.613194,days,2455557.831134,-136.829,m/s,189.768,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
APG_N2420_063_RV.tbl,2MASS J07325157+2215521,Planet Radial Velocity Curve,27,FCJD,2455575.847975,days,2456022.606678,-3512.403,m/s,2912.538,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
HIP14810_016_RV.tbl,2MASS J03102046+2210273,Planet Radial Velocity Curve,33,FCJD,2454777.817905,days,2455557.789294,-163.312,m/s,95.708,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
K15_009_RV.tbl,2MASS J19470270+4248094,Planet Radial Velocity Curve,20,FCJD,2454902.997951,days,2455489.611042,-367.765,m/s,375.824,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
FIELD1348_116_RV.tbl,2MASS J17314461+4057177,Planet Radial Velocity Curve,24,FCJD,2454935.896042,days,2455486.571053,-159.701,m/s,193.228,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
KEPLER3.TRES-2_100_RV.tbl,2MASS J19010575+4751448,Planet Radial Velocity Curve,21,FCJD,2454956.914896,days,2455521.551042,-104.771,m/s,166.296,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
HAT-P-1_107_RV.tbl,2MASS J23050219+3826318,Planet Radial Velocity Curve,31,FCJD,2454777.650150,days,2455543.598148,-3966.989,m/s,9974.153,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
K7_074_RV.tbl,2MASS J18534339+4458410,Planet Radial Velocity Curve,20,FCJD,2454963.934572,days,2455468.690903,-16736.838,m/s,6336.714,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
HD118203_055_RV.tbl,2MASS J13270819+5424572,Planet Radial Velocity Curve,24,FCJD,2454926.852755,days,2455558.013808,-1527.342,m/s,1754.795,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
HIP14810_116_RV.tbl,2MASS J03144990+1958192,Planet Radial Velocity Curve,33,FCJD,2454777.817905,days,2455557.789294,-220.393,m/s,160.847,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
WASP-1_084_RV.tbl,2MASS J00271508+3131189,Planet Radial Velocity Curve,28,FCJD,2454777.601146,days,2455543.640336,-10554.320,m/s,3087.079,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
HD68988_005_RV.tbl,2MASS J08260140+6115107,Planet Radial Velocity Curve,39,FCJD,2454782.949317,days,2455522.982975,-178.074,m/s,277.753,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
APG_M13_051_RV.tbl,2MASS J16351881+3557131,Planet Radial Velocity Curve,35,FCJD,2455640.898380,days,2456027.872222,-5407.210,m/s,1857.214,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
HD219828_026_RV.tbl,TYC 1716-01827-1,Planet Radial Velocity Curve,32,FCJD,2454782.702616,days,2455553.639896,-103.543,m/s,76.945,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
GL273_064_RV.tbl,2MASS J07305373+0527168,Planet Radial Velocity Curve,27,FCJD,2454782.994757,days,2455557.925394,-43545.566,m/s,23741.459,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
HD88133_030_RV.tbl,2MASS J10140613+1754441,Planet Radial Velocity Curve,26,FCJD,2454960.634549,days,2455553.845625,-180.798,m/s,160.422,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
K10_068_RV.tbl,2MASS J19352227+4710381,Planet Radial Velocity Curve,23,FCJD,2454934.956875,days,2455550.556447,-9055.642,m/s,29177.197,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
APGS_VOD2_021_RV.tbl,NMD1-0889-0221512,Planet Radial Velocity Curve,21,FCJD,2455579.917894,days,2456084.639502,-146.454,m/s,128.343,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
APGS_M3_086_RV.tbl,2MASS J13513033+2806552,Planet Radial Velocity Curve,42,FCJD,2455610.028079,days,2456078.634282,-111.283,m/s,99.048,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
HD4203_080_RV.tbl,2MASS J00421008+2106562,Planet Radial Velocity Curve,36,FCJD,2454778.750093,days,2455553.690671,-171.622,m/s,163.071,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
XO-1_047_RV.tbl,2MASS J16023400+2902401,Planet Radial Velocity Curve,21,FCJD,2454955.774201,days,2455454.609479,-225.888,m/s,134.004,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
K7_109_RV.tbl,2MASS J18571564+4507561,Planet Radial Velocity Curve,20,FCJD,2454963.934572,days,2455468.690903,-7237.382,m/s,28824.881,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
HD46375_015_RV.tbl,2MASS J06373277+0543158,Planet Radial Velocity Curve,23,FCJD,2454931.613194,days,2455557.831134,-193.485,m/s,238.733,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
K15_074_RV.tbl,2MASS J19422616+4314591,Planet Radial Velocity Curve,20,FCJD,2454902.997951,days,2455489.611042,-2775.229,m/s,730.665,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
K20_093_RV.tbl,2MASS J19372938+3939261,Planet Radial Velocity Curve,24,FCJD,2455139.590718,days,2455544.554537,-128.820,m/s,131.873,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
FIELD1068_051_RV.tbl,2MASS J17351708+3119125,Planet Radial Velocity Curve,24,FCJD,2454955.864016,days,2455382.915764,-370.027,m/s,578.446,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
K8_060_RV.tbl,2MASS J18534254+4411396,Planet Radial Velocity Curve,27,FCJD,2454928.939653,days,2455370.653819,-97.676,m/s,165.649,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
HD118203_028_RV.tbl,2MASS J13405804+5404264,Planet Radial Velocity Curve,24,FCJD,2454926.852755,days,2455558.013808,-106.034,m/s,78.182,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
K7_009_RV.tbl,2MASS J19002129+4459517,Planet Radial Velocity Curve,20,FCJD,2454963.934572,days,2455468.690903,-12816.234,m/s,11881.145,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
XO-2_087_RV.tbl,2MASS J07525776+5004385,Planet Radial Velocity Curve,30,FCJD,2454840.961655,days,2455527.892627,-204.976,m/s,336.163,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
HD68988_078_RV.tbl,2MASS J08092467+6101146,Planet Radial Velocity Curve,39,FCJD,2454782.949317,days,2455522.982975,-10438.232,m/s,9685.964,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
HD46375_115_RV.tbl,2MASS J06342113+0459501,Planet Radial Velocity Curve,23,FCJD,2454931.613194,days,2455557.831134,-125.130,m/s,136.319,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
FIELD1349_031_RV.tbl,2MASS J17544723+4302223,Planet Radial Velocity Curve,24,FCJD,2454956.868252,days,2455488.590394,-131.915,m/s,253.903,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
FIELD1110_001_RV.tbl,2MASS J06404875+3159225,Planet Radial Velocity Curve,23,FCJD,2454901.718171,days,2455523.825903,-297.530,m/s,292.660,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
K10_115_RV.tbl,2MASS J19402120+4529209,Planet Radial Velocity Curve,23,FCJD,2454934.956875,days,2455550.556447,-29550.123,m/s,24225.367,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
47UMA_083_RV.tbl,2MASS J10550611+3944529,Planet Radial Velocity Curve,28,FCJD,2454927.821296,days,2455557.971782,-138.191,m/s,172.569,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
GL273_019_RV.tbl,2MASS J07304617+0504402,Planet Radial Velocity Curve,27,FCJD,2454782.994757,days,2455557.925394,-121.399,m/s,124.855,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
51PEG_117_RV.tbl,2MASS J22563122+2047536,Planet Radial Velocity Curve,32,FCJD,2454781.560405,days,2455553.588576,-207.689,m/s,290.489,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
K10_015_RV.tbl,2MASS J19405656+4616039,Planet Radial Velocity Curve,23,FCJD,2454934.956875,days,2455550.556447,-375.203,m/s,358.628,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
FIELD1110_101_RV.tbl,2MASS J06385437+3312561,Planet Radial Velocity Curve,23,FCJD,2454901.718171,days,2455523.825903,-39741.801,m/s,23682.162,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
APG_VOD3_063_RV.tbl,NMD1-0826-0310831,Planet Radial Velocity Curve,18,FCJD,2455580.943345,days,2456082.637917,-253.345,m/s,509.042,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
51PEG_017_RV.tbl,2MASS J22575380+1934367,Planet Radial Velocity Curve,32,FCJD,2454781.560405,days,2455553.588576,-4142.292,m/s,8616.043,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
FIELD1572_030_RV.tbl,2MASS J21272742+5316493,Planet Radial Velocity Curve,32,FCJD,2454993.897523,days,2455550.601528,-216.553,m/s,266.853,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
GL273_119_RV.tbl,2MASS J07284193+0422172,Planet Radial Velocity Curve,27,FCJD,2454782.994757,days,2455557.925394,-44733.430,m/s,42834.594,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
GJ436_083_RV.tbl,2MASS J11465467+2553268,Planet Radial Velocity Curve,28,FCJD,2454867.993356,days,2455291.771759,-225.235,m/s,613.769,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
KEPLER3.TRES-2_028_RV.tbl,2MASS J19112581+4950292,Planet Radial Velocity Curve,21,FCJD,2454956.914896,days,2455521.551042,-47.091,m/s,54.803,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
FIELD1068_104_RV.tbl,2MASS J17315355+2907564,Planet Radial Velocity Curve,24,FCJD,2454955.864016,days,2455382.915764,-322.595,m/s,430.712,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
HD46375_040_RV.tbl,2MASS J06321610+0619408,Planet Radial Velocity Curve,23,FCJD,2454931.613194,days,2455557.831134,-5335.520,m/s,5871.581,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
K8_035_RV.tbl,2MASS J18441761+4427271,Planet Radial Velocity Curve,27,FCJD,2454928.939653,days,2455370.653819,-175.706,m/s,230.099,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
FIELD1068_004_RV.tbl,2MASS J17371151+3129000,Planet Radial Velocity Curve,24,FCJD,2454955.864016,days,2455382.915764,-64.226,m/s,107.256,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
K15_021_RV.tbl,2MASS J19402304+4307388,Planet Radial Velocity Curve,20,FCJD,2454902.997951,days,2455489.611042,-198.366,m/s,123.367,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
FIELD1349_064_RV.tbl,2MASS J18002612+4242202,Planet Radial Velocity Curve,24,FCJD,2454956.868252,days,2455488.590394,-234.745,m/s,277.176,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
HD49674_090_RV.tbl,2MASS J06493817+4117465,Planet Radial Velocity Curve,30,FCJD,2454779.836308,days,2455522.893287,-86334.195,m/s,68886.242,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
HD37605_092_RV.tbl,2MASS J05403618+0434160,Planet Radial Velocity Curve,26,FCJD,2454842.814583,days,2455557.880914,-852.671,m/s,284.528,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
APGS_VOD2_109_RV.tbl,NMD1-0909-0215246,Planet Radial Velocity Curve,21,FCJD,2455579.917894,days,2456084.639502,-315.499,m/s,901.348,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
GJ176_095_RV.tbl,2MASS J04431069+1759197,Planet Radial Velocity Curve,29,FCJD,2454778.841690,days,2455556.882812,-5161.770,m/s,7891.607,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
FIELD1110_054_RV.tbl,2MASS J06431792+3250472,Planet Radial Velocity Curve,23,FCJD,2454901.718171,days,2455523.825903,-20387.934,m/s,7942.964,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
APG_M13_079_RV.tbl,TYC 2588-02154-1,Planet Radial Velocity Curve,35,FCJD,2455640.898380,days,2456027.872222,-69.029,m/s,91.065,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
HD88133_018_RV.tbl,2MASS J10130951+1701126,Planet Radial Velocity Curve,26,FCJD,2454960.634549,days,2455553.845625,-132.967,m/s,112.299,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
APG_VOD3_036_RV.tbl,NMD1-0825-0310411,Planet Radial Velocity Curve,18,FCJD,2455580.943345,days,2456082.637917,-503.478,m/s,354.513,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
APGS_VOD2_009_RV.tbl,NMD1-0885-0220302,Planet Radial Velocity Curve,21,FCJD,2455579.917894,days,2456084.639502,-98.710,m/s,136.198,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
K10_040_RV.tbl,2MASS J19323322+4704102,Planet Radial Velocity Curve,23,FCJD,2454934.956875,days,2455550.556447,-20771.355,m/s,20055.797,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
FIELD1572_065_RV.tbl,2MASS J21241602+5322119,Planet Radial Velocity Curve,32,FCJD,2454993.897523,days,2455550.601528,-39856.914,m/s,2050.040,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
51PEG_042_RV.tbl,2MASS J22575148+1957271,Planet Radial Velocity Curve,32,FCJD,2454781.560405,days,2455553.588576,-140.649,m/s,184.916,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
HD88133_118_RV.tbl,2MASS J10094691+1815264,Planet Radial Velocity Curve,26,FCJD,2454960.634549,days,2455553.845625,-219.550,m/s,235.923,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
FIELD1348_043_RV.tbl,2MASS J17322248+4208541,Planet Radial Velocity Curve,24,FCJD,2454935.896042,days,2455486.571053,-207.742,m/s,255.797,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
FIELD1631_066_RV.tbl,2MASS J06441778+5903316,Planet Radial Velocity Curve,32,FCJD,2454779.866354,days,2455556.925718,-36162.848,m/s,14261.335,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
HD118203_100_RV.tbl,2MASS J13304529+5221360,Planet Radial Velocity Curve,24,FCJD,2454926.852755,days,2455558.013808,-96.179,m/s,116.108,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
