\FILE_NAME,\STAR_ID,\DATA_CATEGORY,\NUMBER_OF_POINTS,\TIME_REFERENCE_FRAME,\MINIMUM_DATE,\DATE_UNITS,\MAXIMUM_DATE,\MINIMUM_VALUE,\VALUE_UNITS,\MAXIMUM_VALUE,\REFERENCE,\BIBCODE,\TELESCOPE,\INSTRUMENT,\WAVELENGTH_CALIBRATION_TECHNIQUE,\OBSERVATORY_SITE,\COLUMN_FCJD,\COLUMN_RADIAL_VELOCITY
HD80606_104_RV.tbl,2MASS J09265211+4953117,Planet Radial Velocity Curve,25,FCJD,2454817.001759,days,2455527.977963,-159.083,m/s,190.658,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
GJ436_022_RV.tbl,2MASS J11391543+2554478,Planet Radial Velocity Curve,28,FCJD,2454867.993356,days,2455291.771759,-27652.221,m/s,18435.350,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
KEPLER3.TRES-2_089_RV.tbl,2MASS J19013968+4936470,Planet Radial Velocity Curve,21,FCJD,2454956.914896,days,2455521.551042,-109.064,m/s,99.605,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
APGS_VOD1_115_RV.tbl,UCAC-184-110144,Planet Radial Velocity Curve,20,FCJD,2455579.962882,days,2456086.639618,-273.551,m/s,243.420,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
HD9407_047_RV.tbl,2MASS J01325068+6915549,Planet Radial Velocity Curve,14,FCJD,2454808.622581,days,2455514.685532,-213.642,m/s,172.276,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
HD37605_033_RV.tbl,2MASS J05413590+0542468,Planet Radial Velocity Curve,26,FCJD,2454842.814583,days,2455557.880914,-1233.881,m/s,320.789,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
HD80606_004_RV.tbl,2MASS J09234266+5118501,Planet Radial Velocity Curve,25,FCJD,2454817.001759,days,2455527.977963,-126.745,m/s,112.209,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
XO-2_073_RV.tbl,2MASS J07403876+4930132,Planet Radial Velocity Curve,30,FCJD,2454840.961655,days,2455527.892627,-227.030,m/s,455.791,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
HD49674_031_RV.tbl,2MASS J06563604+4105291,Planet Radial Velocity Curve,30,FCJD,2454779.836308,days,2455522.893287,-211.845,m/s,201.565,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
K20_067_RV.tbl,2MASS J19391001+4052152,Planet Radial Velocity Curve,24,FCJD,2455139.590718,days,2455544.554537,-28910.832,m/s,23691.736,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
APGS_VOD1_015_RV.tbl,UCAC-179-119702,Planet Radial Velocity Curve,20,FCJD,2455579.962882,days,2456086.639618,-72.334,m/s,122.739,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
K15_080_RV.tbl,2MASS J19480093+4408147,Planet Radial Velocity Curve,20,FCJD,2454902.997951,days,2455489.611042,-3979.308,m/s,3105.596,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
K8_094_RV.tbl,2MASS J18441281+4332024,Planet Radial Velocity Curve,27,FCJD,2454928.939653,days,2455370.653819,-201.435,m/s,106.537,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
HD4203_109_RV.tbl,2MASS J00411544+2026559,Planet Radial Velocity Curve,36,FCJD,2454778.750093,days,2455553.690671,-219.229,m/s,172.563,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
47UMA_077_RV.tbl,2MASS J10562392+4107381,Planet Radial Velocity Curve,28,FCJD,2454927.821296,days,2455557.971782,-3865.602,m/s,4559.827,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
GJ176_034_RV.tbl,2MASS J04460507+1848025,Planet Radial Velocity Curve,29,FCJD,2454778.841690,days,2455556.882812,-172.519,m/s,390.389,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
HD17156_053_RV.tbl,2MASS J02390809+7133491,Planet Radial Velocity Curve,40,FCJD,2454781.612616,days,2455556.786181,-282.867,m/s,297.180,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
HD4203_009_RV.tbl,2MASS J00424795+1938230,Planet Radial Velocity Curve,36,FCJD,2454778.750093,days,2455553.690671,-261.953,m/s,380.473,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
APG_210+08_103_RV.tbl,2MASS J07153671+0654185,Planet Radial Velocity Curve,25,FCJD,2455578.853924,days,2456019.615174,-470.101,m/s,2577.873,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
APG_VOD3_097_RV.tbl,NMD1-0835-0241089,Planet Radial Velocity Curve,18,FCJD,2455580.943345,days,2456082.637917,-421.554,m/s,262.351,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
APGS_N5466_068_RV.tbl,2MASS J14024200+2845236,Planet Radial Velocity Curve,35,FCJD,2455613.974352,days,2456048.807477,-1284.027,m/s,890.775,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
K4_040_RV.tbl,2MASS J19382652+5056485,Planet Radial Velocity Curve,20,FCJD,2454962.829583,days,2455543.556134,-2935.949,m/s,49309.570,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
KEPLER4_071_RV.tbl,2MASS J18482584+4828027,Planet Radial Velocity Curve,22,FCJD,2454994.836597,days,2455496.564896,-2850.630,m/s,1047.252,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
APG_SGR1_021_RV.tbl,2MASS J08162903+3058039,Planet Radial Velocity Curve,27,FCJD,2455577.886238,days,2456022.681308,-212.991,m/s,193.107,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
APG_N2420_097_RV.tbl,2MASS J07405108+2253087,Planet Radial Velocity Curve,27,FCJD,2455575.847975,days,2456022.606678,-10096.678,m/s,10802.218,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
APGS_N4147_003_RV.tbl,2MASS J12053027+1732466,Planet Radial Velocity Curve,32,FCJD,2455577.929039,days,2455990.795104,-5134.114,m/s,1965.580,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
APGS_N4147_103_RV.tbl,2MASS J12075838+1930149,Planet Radial Velocity Curve,32,FCJD,2455577.929039,days,2455990.795104,-127.840,m/s,140.981,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
HD80606_079_RV.tbl,2MASS J09165419+5112285,Planet Radial Velocity Curve,25,FCJD,2454817.001759,days,2455527.977963,-6514.470,m/s,7554.916,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
WASP-1_070_RV.tbl,2MASS J00180006+3114333,Planet Radial Velocity Curve,28,FCJD,2454777.601146,days,2455543.640336,-122.225,m/s,176.028,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
HD43691_032_RV.tbl,2MASS J06194940+4225149,Planet Radial Velocity Curve,33,FCJD,2454779.801817,days,2455550.880475,-257.056,m/s,238.793,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
APGS_M107_037_RV.tbl,NMD1-0766-0349110,Planet Radial Velocity Curve,23,FCJD,2455640.983414,days,2456106.710625,-1692.705,m/s,3971.179,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
APGS_VOD1_068_RV.tbl,UCAC-182-114295,Planet Radial Velocity Curve,20,FCJD,2455579.962882,days,2456086.639618,-608.703,m/s,567.315,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
K7_080_RV.tbl,2MASS J19072465+4526308,Planet Radial Velocity Curve,20,FCJD,2454963.934572,days,2455468.690903,-72.926,m/s,66.083,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
GL273_090_RV.tbl,2MASS J07261926+0516598,Planet Radial Velocity Curve,27,FCJD,2454782.994757,days,2455557.925394,-144.707,m/s,282.016,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
HD89307_020_RV.tbl,2MASS J10185957+1349387,Planet Radial Velocity Curve,29,FCJD,2454812.015012,days,2455553.894375,-167.492,m/s,139.388,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
K5_067_RV.tbl,2MASS J19351127+4904063,Planet Radial Velocity Curve,22,FCJD,2454994.880093,days,2455496.609433,-211.001,m/s,173.889,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
GJ176_049_RV.tbl,2MASS J04425863+1829479,Planet Radial Velocity Curve,29,FCJD,2454778.841690,days,2455556.882812,-265.612,m/s,217.576,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
APGS_N5466_115_RV.tbl,2MASS J14014772+2933240,Planet Radial Velocity Curve,35,FCJD,2455613.974352,days,2456048.807477,-145.986,m/s,165.437,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
FIELD1110_088_RV.tbl,2MASS J06390785+3203329,Planet Radial Velocity Curve,23,FCJD,2454901.718171,days,2455523.825903,-21500.355,m/s,1218.754,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
HAT-P-3_014_RV.tbl,TYC 3463-00471-1,Planet Radial Velocity Curve,23,FCJD,2454901.948889,days,2455349.824271,-9848.974,m/s,18700.721,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
HD4203_074_RV.tbl,2MASS J00413239+2056209,Planet Radial Velocity Curve,36,FCJD,2454778.750093,days,2455553.690671,-187.948,m/s,231.790,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
HD89307_120_RV.tbl,2MASS J10200663+1220167,Planet Radial Velocity Curve,29,FCJD,2454812.015012,days,2455553.894375,-215.017,m/s,348.051,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
APGS_M3_072_RV.tbl,2MASS J13451270+2716441,Planet Radial Velocity Curve,42,FCJD,2455610.028079,days,2456078.634282,-10000.829,m/s,11057.166,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
HD89744_040_RV.tbl,2MASS J10261544+4136019,Planet Radial Velocity Curve,33,FCJD,2454811.970694,days,2455553.941806,-21089.949,m/s,15710.215,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
APG_M53_057_RV.tbl,2MASS J13102194+1640019,Planet Radial Velocity Curve,36,FCJD,2455580.992350,days,2456022.799051,-143.764,m/s,133.586,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
APGS_N5466_015_RV.tbl,2MASS J14102693+2737574,Planet Radial Velocity Curve,35,FCJD,2455613.974352,days,2456048.807477,-68.623,m/s,59.522,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
APGS_M3_111_RV.tbl,2MASS J13395343+2820548,Planet Radial Velocity Curve,42,FCJD,2455610.028079,days,2456078.634282,-102.277,m/s,137.785,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
HD89307_043_RV.tbl,2MASS J10190504+1317149,Planet Radial Velocity Curve,29,FCJD,2454812.015012,days,2455553.894375,-6228.974,m/s,3726.429,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
HD4203_117_RV.tbl,2MASS J00440045+2031059,Planet Radial Velocity Curve,36,FCJD,2454778.750093,days,2455553.690671,-152.157,m/s,186.750,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
47UMA_069_RV.tbl,2MASS J10533537+4056242,Planet Radial Velocity Curve,28,FCJD,2454927.821296,days,2455557.971782,-168.168,m/s,444.303,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
K5_004_RV.tbl,2MASS J19292468+4952064,Planet Radial Velocity Curve,22,FCJD,2454994.880093,days,2455496.609433,-100.552,m/s,147.860,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
APGS_M3_011_RV.tbl,2MASS J13444175+2627521,Planet Radial Velocity Curve,42,FCJD,2455610.028079,days,2456078.634282,-484.557,m/s,960.281,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
HD89744_023_RV.tbl,2MASS J10243017+4059399,Planet Radial Velocity Curve,33,FCJD,2454811.970694,days,2455553.941806,-245.930,m/s,125.720,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
APG_VOD3_089_RV.tbl,NMD1-0825-0309561,Planet Radial Velocity Curve,18,FCJD,2455580.943345,days,2456082.637917,-170.167,m/s,179.909,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
APG_M53_034_RV.tbl,2MASS J13182406+1656309,Planet Radial Velocity Curve,36,FCJD,2455580.992350,days,2456022.799051,-310.677,m/s,163.823,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
K5_104_RV.tbl,TYC 3547-00765-1,Planet Radial Velocity Curve,22,FCJD,2454994.880093,days,2455496.609433,-84.873,m/s,66.234,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
HD4203_017_RV.tbl,TYC 1191-00357-1,Planet Radial Velocity Curve,36,FCJD,2454778.750093,days,2455553.690671,-265.031,m/s,478.227,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
HAT-P-1_090_RV.tbl,2MASS J22541416+3839387,Planet Radial Velocity Curve,31,FCJD,2454777.650150,days,2455543.598148,-119.916,m/s,189.955,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
KEPLER3.TRES-2_097_RV.tbl,2MASS J19044560+4821333,Planet Radial Velocity Curve,21,FCJD,2454956.914896,days,2455521.551042,-190.531,m/s,176.876,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
FIELD1348_081_RV.tbl,2MASS J17311175+4111460,Planet Radial Velocity Curve,24,FCJD,2454935.896042,days,2455486.571053,-7300.101,m/s,11979.728,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
K21_023_RV.tbl,2MASS J19241848+3847170,Planet Radial Velocity Curve,18,FCJD,2454956.820637,days,2455483.697546,-99.194,m/s,92.995,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
KEPLER4_012_RV.tbl,2MASS J18551769+4742583,Planet Radial Velocity Curve,22,FCJD,2454994.836597,days,2455496.564896,-1092.245,m/s,849.280,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
APG_SGR1_042_RV.tbl,2MASS J08152236+3117240,Planet Radial Velocity Curve,27,FCJD,2455577.886238,days,2456022.681308,-245.111,m/s,216.844,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
HIP14810_081_RV.tbl,2MASS J03091759+2153074,Planet Radial Velocity Curve,33,FCJD,2454777.817905,days,2455557.789294,-98.327,m/s,255.313,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
APGS_N4147_060_RV.tbl,2MASS J12043744+1828429,Planet Radial Velocity Curve,32,FCJD,2455577.929039,days,2455990.795104,-277.737,m/s,277.522,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
APG_120+00_104_RV.tbl,2MASS J00365968+6327430,Planet Radial Velocity Curve,34,FCJD,2455846.596250,days,2455848.622222,-464.942,m/s,600.601,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
K20_079_RV.tbl,2MASS J19364796+4011120,Planet Radial Velocity Curve,24,FCJD,2455139.590718,days,2455544.554537,-91.453,m/s,160.848,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
HD9407_059_RV.tbl,2MASS J01332422+6941362,Planet Radial Velocity Curve,14,FCJD,2454808.622581,days,2455514.685532,-158.219,m/s,349.136,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
KEPLER4_112_RV.tbl,2MASS J18562681+4709022,Planet Radial Velocity Curve,22,FCJD,2454994.836597,days,2455496.564896,-109.216,m/s,106.253,"Thomas et al. 2016 (PASP, 128, 5003)",2016PASP..128d5003T,2.5m Sloan Foundation Telescope,MARVELS,Tungsten Iodine Lamp,"Apache Point Observatory, New Mexico",Flux Centered Julian Date of observation,Radial velocity relative to barycenter
