order	maxcpp	nlines	contrast	RV	sig
-----	------	------	--------	--	---
 0	   82	 198	16.2	   4.9074	 5.4026
 1	   98	 196	15.9	   5.3922	 4.2982
 2	  166	 217	23.1	   5.1051	 5.3789
 3	  188	 204	23.9	   5.1082	 5.0862
 4	  213	 210	23.9	   5.4310	 4.7254
 5	  250	 212	24.2	   5.0617	 5.1054
 6	  278	 197	27.2	   5.2139	 5.4225
 7	  297	 181	27.0	   4.8542	 5.5360
 8	  314	 176	24.1	   5.3974	 5.3017
 9	  332	 145	21.3	   5.3203	 4.6761
10	  408	 188	23.9	   5.1233	 5.4224
11	  480	 184	26.4	   5.1696	 4.9080
12	  523	 162	26.2	   5.1036	 6.0240
13	  537	 134	27.2	   4.9842	 5.4967
14	  585	 128	22.5	   5.2928	 5.0436
15	  595	 130	22.2	   4.9974	 5.2678
16	  676	 124	20.1	   5.1182	 4.6852
17	  651	 138	19.7	   5.2309	 5.2328
18	  749	 106	26.8	   5.0068	 5.4814
19	  833	 127	25.0	   5.1298	 5.3607
20	  849	 126	24.5	   4.5926	 5.4714
21	  984	 123	24.9	   5.0088	 6.5879
22	  963	 120	27.9	   5.2162	 5.7138
23	  981	 120	25.7	   5.2134	 6.1292
24	 1032	 101	29.9	   5.1297	 6.0942
25	 1094	  90	24.2	   4.8669	 6.1049
26	 1166	  83	25.3	   4.7815	 6.3738
27	 1245	  85	20.0	   4.9197	 5.6739
28	 1271	  60	17.2	   5.2896	 5.7902
29	 1334	  56	15.3	   4.7374	 5.8389
30	    0	   0	 0.0	   0.0000	 0.0000
31	 1569	  37	22.6	   4.8140	 5.5118
32	 1554	  84	21.3	   5.0644	 5.2948
33	 1731	  51	21.4	   5.1551	 5.4278
34	 1620	  42	22.0	   4.9103	 6.5835
35	 1393	  13	26.1	   4.8168	 6.0639
36	 1721	  26	12.5	   4.7684	 5.8426
37	 1713	  53	13.5	   5.0679	 5.7095
38	    0	   0	 0.0	   0.0000	 0.0000
