order	maxcpp	nlines	contrast	RV	sig
-----	------	------	--------	--	---
 0	  114	 198	19.1	   4.8637	 5.8801
 1	  140	 196	17.0	   4.8435	 4.6379
 2	  245	 217	25.5	   5.1535	 5.2532
 3	  284	 204	25.4	   5.2977	 5.0958
 4	  322	 210	24.9	   5.2828	 4.8799
 5	  380	 212	25.8	   5.1050	 5.0787
 6	  422	 197	29.2	   5.1927	 5.2615
 7	  453	 181	27.9	   4.8769	 5.5145
 8	  475	 176	25.5	   5.4165	 5.3916
 9	  505	 145	21.8	   5.3439	 4.6739
10	  623	 188	24.5	   5.0889	 5.3887
11	  732	 184	26.0	   5.1373	 5.0064
12	  801	 162	26.5	   5.1435	 6.0640
13	  821	 134	27.4	   5.1361	 5.4866
14	  889	 128	22.5	   5.3543	 5.2121
15	  901	 130	22.6	   5.0508	 5.3183
16	 1017	 124	20.3	   5.2163	 4.6883
17	  986	 138	20.2	   5.3208	 5.1142
18	 1115	 106	27.3	   5.0653	 5.4794
19	 1258	 127	25.6	   5.2419	 5.3222
20	 1277	 126	24.2	   4.6735	 5.4792
21	 1481	 123	25.4	   5.0552	 6.6070
22	 1459	 120	28.0	   5.3378	 5.6814
23	 1489	 120	25.8	   5.2698	 6.1821
24	 1556	 101	30.2	   5.1759	 6.0762
25	 1660	  90	24.7	   5.0103	 6.1134
26	 1761	  83	25.8	   4.9073	 6.2413
27	 1890	  85	19.8	   4.9751	 5.7743
28	 1926	  60	18.0	   5.3527	 5.6204
29	 2030	  56	15.7	   5.1911	 5.9508
30	    0	   0	 0.0	   0.0000	 0.0000
31	 2385	  37	23.1	   4.9910	 5.6014
32	 2359	  84	22.1	   5.0716	 5.1616
33	 2650	  51	21.6	   5.0293	 5.4951
34	 2436	  42	22.0	   5.0140	 6.3683
35	 2123	  13	27.8	   4.9147	 5.9537
36	 2571	  26	12.8	   4.9104	 6.2420
37	 2590	  53	14.3	   5.1231	 5.7076
38	    0	   0	 0.0	   0.0000	 0.0000
