order	maxcpp	nlines	contrast	RV	sig
-----	------	------	--------	--	---
 0	  111	 198	19.1	   4.5063	 5.4117
 1	  134	 196	16.4	   5.0231	 4.9976
 2	  240	 217	25.5	   5.0624	 5.5065
 3	  277	 204	26.4	   5.1603	 5.1227
 4	  320	 210	25.5	   5.2026	 4.9398
 5	  376	 212	26.2	   5.0724	 5.0798
 6	  418	 197	28.9	   5.1767	 5.2485
 7	  448	 181	28.6	   4.8924	 5.4390
 8	  474	 176	25.2	   5.4433	 5.4785
 9	  504	 145	21.5	   5.2637	 4.7159
10	  619	 188	24.6	   5.0877	 5.2629
11	  732	 184	26.0	   5.1134	 4.9344
12	  797	 162	26.5	   5.0921	 6.0992
13	  821	 134	27.4	   5.0279	 5.5482
14	  890	 128	22.4	   5.2895	 5.1553
15	  900	 130	22.7	   5.0724	 5.3516
16	 1020	 124	20.4	   5.1490	 4.7044
17	  990	 138	19.9	   5.2125	 5.1411
18	 1123	 106	27.5	   5.0283	 5.5301
19	 1263	 127	25.7	   5.2178	 5.3923
20	 1282	 126	24.6	   4.5847	 5.4451
21	 1487	 123	25.4	   5.0734	 6.7370
22	 1465	 120	28.3	   5.3074	 5.6677
23	 1496	 120	25.7	   5.2437	 6.1812
24	 1575	 101	29.8	   5.1245	 6.1396
25	 1666	  90	24.8	   4.9114	 5.9884
26	 1769	  83	25.6	   4.9640	 6.2333
27	 1903	  85	20.2	   5.0092	 5.7963
28	 1930	  60	17.7	   5.3569	 5.6786
29	 2050	  56	15.8	   5.0152	 5.7560
30	    0	   0	 0.0	   0.0000	 0.0000
31	 2399	  37	23.0	   4.9502	 5.5131
32	 2381	  84	21.8	   5.0476	 5.3232
33	 2656	  51	21.4	   5.0457	 5.4503
34	 2469	  42	22.4	   4.9760	 6.3291
35	 2120	  13	26.7	   4.8837	 6.2107
36	 2612	  26	12.8	   4.8900	 5.8544
37	 2644	  53	14.0	   5.1868	 5.6563
38	    0	   0	 0.0	   0.0000	 0.0000
