order	maxcpp	nlines	contrast	RV	sig
-----	------	------	--------	--	---
 0	   43	 198	 6.9	   4.5120	 4.8431
 1	   51	 196	 7.6	   3.7130	 4.7379
 2	   81	 217	19.1	   5.2488	 5.4815
 3	  102	 204	21.5	   4.9557	 4.8950
 4	  132	 210	23.4	   5.0940	 4.5781
 5	  176	 212	23.7	   4.7987	 5.1287
 6	  216	 197	27.6	   4.8202	 5.2004
 7	  263	 181	26.5	   4.5060	 5.5052
 8	  306	 176	23.2	   5.1713	 5.5148
 9	  360	 145	21.4	   5.1644	 4.8635
10	  487	 188	23.1	   4.3783	 5.7675
11	  612	 184	25.6	   4.7297	 5.0371
12	  724	 162	26.4	   4.8307	 6.1711
13	  787	 134	27.5	   4.8625	 5.5201
14	  902	 128	22.5	   5.0085	 5.1585
15	  953	 130	22.9	   4.7643	 5.4425
16	 1122	 124	20.3	   4.8330	 4.8132
17	 1132	 138	20.5	   5.0016	 5.1680
18	 1305	 106	27.6	   4.7457	 5.4725
19	 1518	 127	26.0	   4.8662	 5.3810
20	 1558	 126	25.0	   4.2969	 5.4443
21	 1847	 123	25.8	   4.7689	 6.7069
22	 1841	 120	28.4	   4.9894	 5.7032
23	 1893	 120	26.3	   4.9651	 6.2130
24	 2013	 101	30.5	   4.8961	 6.1440
25	 2134	  90	25.0	   4.6616	 5.9832
26	 2302	  83	26.1	   4.5445	 6.3333
27	 2466	  85	20.0	   4.7681	 5.7798
28	 2522	  60	18.2	   5.0948	 5.7050
29	 2652	  56	15.9	   4.7344	 5.9253
30	    0	   0	 0.0	   0.0000	 0.0000
31	 3093	  37	23.1	   4.6883	 5.6016
32	 3075	  84	21.8	   4.7954	 5.2597
33	 3375	  51	21.6	   4.7509	 5.5789
34	 3143	  42	22.6	   4.6633	 6.3876
35	 2666	  13	27.9	   4.6480	 6.2663
36	 3330	  26	13.4	   4.6158	 5.9155
37	 3238	  53	14.3	   4.7805	 5.7929
38	    0	   0	 0.0	   0.0000	 0.0000
