order	maxcpp	nlines	contrast	RV	sig
-----	------	------	--------	--	---
 0	   80	 198	17.4	   4.3711	 5.5867
 1	   95	 196	16.3	   4.5805	 4.4994
 2	  163	 217	24.0	   4.9182	 5.2319
 3	  185	 204	24.0	   5.0210	 5.1446
 4	  209	 210	23.9	   5.0499	 4.9366
 5	  247	 212	24.9	   4.8561	 5.0566
 6	  272	 197	27.9	   4.8884	 5.4131
 7	  292	 181	28.2	   4.5975	 5.4953
 8	  306	 176	25.1	   5.2087	 5.0895
 9	  322	 145	21.8	   5.0408	 4.6056
10	  398	 188	24.4	   4.7771	 5.4542
11	  468	 184	26.2	   4.8937	 5.0421
12	  510	 162	26.3	   4.7661	 5.9245
13	  524	 134	26.9	   4.8311	 5.6308
14	  570	 128	22.5	   5.0777	 5.2069
15	  570	 130	23.1	   4.7934	 5.3024
16	  652	 124	20.3	   4.7937	 4.5361
17	  632	 138	20.2	   5.0613	 5.1609
18	  717	 106	26.9	   4.8003	 5.3945
19	  805	 127	25.5	   4.9376	 5.2403
20	  811	 126	24.4	   4.3100	 5.4548
21	  941	 123	25.3	   4.6849	 6.6657
22	  928	 120	28.1	   5.0344	 5.6655
23	  946	 120	25.8	   4.9576	 6.1875
24	  988	 101	30.3	   4.9378	 6.0546
25	 1039	  90	24.9	   4.6898	 5.8796
26	 1113	  83	25.3	   4.5899	 6.2507
27	 1189	  85	19.3	   4.8092	 5.7818
28	 1208	  60	17.5	   5.1057	 5.5560
29	 1272	  56	15.9	   4.6905	 5.7089
30	    0	   0	 0.0	   0.0000	 0.0000
31	 1481	  37	22.0	   4.6729	 5.5385
32	 1468	  84	21.8	   4.8520	 5.2434
33	 1625	  51	21.2	   4.7720	 5.5932
34	 1504	  42	22.3	   4.7703	 6.3074
35	 1268	  13	27.4	   4.6350	 5.9266
36	 1589	  26	12.9	   4.5816	 6.1181
37	 1577	  53	13.8	   4.8727	 5.5503
38	    0	   0	 0.0	   0.0000	 0.0000
