order	maxcpp	nlines	contrast	RV	sig
-----	------	------	--------	--	---
 0	   70	 198	12.8	   4.1498	 4.6672
 1	   83	 196	12.3	   5.1513	 4.9932
 2	  143	 217	22.3	   4.5917	 5.4060
 3	  172	 204	22.9	   5.3245	 5.3103
 4	  209	 210	24.0	   4.9598	 4.6548
 5	  260	 212	24.4	   4.8322	 5.1069
 6	  303	 197	28.0	   4.9945	 5.2765
 7	  346	 181	27.5	   4.7407	 5.4290
 8	  381	 176	24.3	   5.2103	 5.3780
 9	  429	 145	21.8	   5.1161	 4.7454
10	  549	 188	23.3	   4.5028	 5.5530
11	  670	 184	26.0	   4.9202	 4.9005
12	  761	 162	26.3	   4.9193	 5.8998
13	  818	 134	27.2	   4.9015	 5.5899
14	  912	 128	22.6	   5.1985	 5.1847
15	  949	 130	22.7	   4.9657	 5.4815
16	 1104	 124	20.4	   4.9734	 4.7017
17	 1098	 138	20.4	   5.0380	 4.9965
18	 1258	 106	27.4	   4.8781	 5.4166
19	 1459	 127	25.6	   4.9490	 5.3284
20	 1482	 126	24.6	   4.3641	 5.4319
21	 1753	 123	25.5	   4.8878	 6.6546
22	 1750	 120	28.0	   5.0946	 5.7313
23	 1806	 120	26.0	   5.0428	 6.2029
24	 1913	 101	30.2	   4.9805	 6.1276
25	 2043	  90	24.9	   4.7745	 6.0118
26	 2196	  83	25.9	   4.7710	 6.2615
27	 2372	  85	20.2	   4.8237	 5.6953
28	 2431	  60	17.9	   5.2153	 5.7307
29	 2560	  56	16.0	   4.8445	 5.6882
30	    0	   0	 0.0	   0.0000	 0.0000
31	 3032	  37	23.1	   4.7012	 5.6447
32	 3004	  84	21.8	   4.8924	 5.2780
33	 3308	  51	21.5	   4.8887	 5.4233
34	 3104	  42	22.4	   4.8146	 6.3683
35	 2625	  13	27.6	   4.6549	 6.3494
36	 3263	  26	12.8	   4.7041	 5.9580
37	 3269	  53	14.3	   4.9054	 5.8552
38	    0	   0	 0.0	   0.0000	 0.0000
