order	maxcpp	nlines	contrast	RV	sig
-----	------	------	--------	--	---
 0	   79	 198	16.0	   4.7889	 6.4463
 1	   94	 196	16.2	   5.1594	 4.5879
 2	  160	 217	23.2	   5.1166	 5.4677
 3	  183	 204	24.7	   5.4308	 5.1373
 4	  204	 210	23.1	   5.1984	 4.7730
 5	  243	 212	24.7	   5.0705	 5.0606
 6	  269	 197	28.1	   5.1771	 5.1286
 7	  288	 181	27.3	   4.8729	 5.3503
 8	  302	 176	24.3	   5.3902	 5.2704
 9	  320	 145	21.1	   5.2602	 4.6818
10	  395	 188	23.8	   5.1056	 5.4274
11	  468	 184	26.1	   5.1102	 4.9453
12	  505	 162	26.3	   5.1308	 6.0611
13	  523	 134	27.1	   5.0391	 5.6256
14	  566	 128	22.4	   5.2965	 5.0979
15	  575	 130	22.7	   5.1040	 5.3895
16	  661	 124	20.3	   5.1196	 4.6881
17	  640	 138	19.8	   5.2711	 5.0559
18	  724	 106	27.6	   4.9999	 5.3025
19	  824	 127	25.1	   5.1766	 5.3187
20	  832	 126	24.4	   4.5642	 5.4888
21	  958	 123	25.5	   5.0615	 6.5961
22	  945	 120	27.8	   5.3076	 5.6595
23	  969	 120	25.5	   5.2717	 6.1813
24	 1014	 101	29.7	   5.0621	 6.1340
25	 1075	  90	24.4	   4.9723	 5.9709
26	 1138	  83	25.2	   4.9697	 6.2684
27	 1227	  85	19.7	   4.9483	 5.8449
28	 1243	  60	17.5	   5.3652	 5.6219
29	 1324	  56	15.5	   5.0728	 5.9839
30	    0	   0	 0.0	   0.0000	 0.0000
31	 1543	  37	22.2	   5.0496	 5.5459
32	 1537	  84	21.4	   5.0593	 5.2296
33	 1716	  51	20.6	   5.1061	 5.5257
34	 1601	  42	21.6	   5.0435	 6.2549
35	 1394	  13	27.1	   4.7592	 6.0067
36	 1686	  26	12.2	   4.7559	 5.9330
37	 1706	  53	13.5	   4.9756	 5.8982
38	    0	   0	 0.0	   0.0000	 0.0000
