order	maxcpp	nlines	contrast	RV	sig
-----	------	------	--------	--	---
 0	  111	 198	19.2	   4.5522	 5.5772
 1	  137	 196	17.4	   4.7868	 4.4824
 2	  241	 217	25.6	   4.9007	 5.4423
 3	  283	 204	24.7	   5.2176	 5.2243
 4	  320	 210	25.3	   4.9879	 4.8375
 5	  379	 212	25.9	   4.8425	 5.1871
 6	  421	 197	29.0	   4.8967	 5.2875
 7	  455	 181	28.5	   4.5916	 5.4583
 8	  475	 176	25.2	   5.2541	 5.3992
 9	  510	 145	21.6	   5.1126	 4.8216
10	  627	 188	24.7	   4.8351	 5.4137
11	  742	 184	26.0	   4.8855	 4.9579
12	  805	 162	26.7	   4.8275	 6.1183
13	  832	 134	27.8	   4.8132	 5.4308
14	  903	 128	22.9	   5.1801	 5.1479
15	  907	 130	22.8	   4.8055	 5.3647
16	 1032	 124	19.9	   4.8169	 4.8181
17	 1003	 138	20.5	   5.0443	 5.0683
18	 1131	 106	27.4	   4.8327	 5.4365
19	 1286	 127	25.7	   4.9435	 5.2622
20	 1294	 126	24.7	   4.3712	 5.4036
21	 1511	 123	25.3	   4.7785	 6.6665
22	 1481	 120	28.4	   5.0934	 5.6907
23	 1516	 120	26.0	   5.0067	 6.1958
24	 1584	 101	30.2	   4.9269	 6.1085
25	 1677	  90	24.8	   4.7574	 6.0109
26	 1802	  83	25.8	   4.6220	 6.2138
27	 1930	  85	19.9	   4.7590	 5.7862
28	 1975	  60	17.5	   5.2231	 5.7544
29	 2067	  56	15.6	   4.8420	 5.8826
30	    0	   0	 0.0	   0.0000	 0.0000
31	 2428	  37	23.2	   4.6373	 5.5665
32	 2420	  84	21.9	   4.8812	 5.3675
33	 2658	  51	21.3	   4.7719	 5.5368
34	 2480	  42	22.4	   4.7330	 6.3713
35	 2104	  13	28.3	   4.8024	 5.7827
36	 2626	  26	13.1	   4.6179	 5.8877
37	 2633	  53	13.7	   4.8227	 5.8553
38	    0	   0	 0.0	   0.0000	 0.0000
