order	maxcpp	nlines	contrast	RV	sig
-----	------	------	--------	--	---
 0	   86	 198	17.2	   4.4058	 5.4105
 1	  103	 196	16.7	   5.1196	 4.6350
 2	  174	 217	23.5	   4.7354	 5.5938
 3	  202	 204	24.6	   5.0213	 4.9469
 4	  227	 210	24.4	   5.1939	 4.7574
 5	  267	 212	25.6	   4.8990	 5.1284
 6	  294	 197	28.1	   5.0107	 5.2984
 7	  318	 181	27.9	   4.7962	 5.5957
 8	  334	 176	24.9	   5.2217	 5.2674
 9	  355	 145	21.8	   5.2811	 4.9159
10	  435	 188	24.1	   4.9442	 5.4367
11	  510	 184	26.5	   5.0232	 4.9012
12	  554	 162	26.5	   4.9886	 6.1674
13	  573	 134	27.1	   4.9890	 5.5896
14	  620	 128	23.1	   5.1399	 5.1759
15	  629	 130	22.6	   5.0419	 5.4700
16	  715	 124	19.9	   5.0339	 4.8199
17	  700	 138	20.1	   5.1094	 5.1049
18	  784	 106	27.2	   4.9215	 5.4934
19	  883	 127	25.6	   5.1004	 5.3381
20	  890	 126	24.4	   4.5933	 5.5272
21	 1039	 123	25.4	   4.8749	 6.5632
22	 1012	 120	28.2	   5.1634	 5.6612
23	 1036	 120	25.8	   5.0770	 6.2275
24	 1090	 101	29.9	   5.0095	 6.1583
25	 1144	  90	24.5	   4.9172	 6.0694
26	 1224	  83	25.7	   4.8335	 6.2569
27	 1308	  85	19.8	   4.8677	 5.6982
28	 1329	  60	17.3	   5.1961	 5.5577
29	 1394	  56	16.1	   4.8852	 5.8133
30	    0	   0	 0.0	   0.0000	 0.0000
31	 1631	  37	22.6	   4.7542	 5.6162
32	 1619	  84	21.3	   4.9060	 5.4103
33	 1785	  51	21.6	   5.0001	 5.5117
34	 1658	  42	22.5	   4.8893	 6.3678
35	 1418	  13	26.8	   4.9594	 6.3277
36	 1746	  26	13.2	   4.6930	 5.5793
37	 1741	  53	14.0	   4.9043	 5.7059
38	    0	   0	 0.0	   0.0000	 0.0000
