order	maxcpp	nlines	contrast	RV	sig
-----	------	------	--------	--	---
 0	  112	 198	18.3	   4.7429	 5.8832
 1	  138	 196	15.9	   4.7942	 4.7167
 2	  244	 217	25.5	   5.0947	 5.4219
 3	  283	 204	25.2	   5.2527	 5.1392
 4	  320	 210	25.2	   5.0985	 4.9848
 5	  379	 212	25.7	   5.0184	 5.1449
 6	  421	 197	29.4	   5.1230	 5.2416
 7	  452	 181	28.4	   4.7244	 5.4246
 8	  476	 176	25.4	   5.3380	 5.2915
 9	  504	 145	21.9	   5.2790	 4.6856
10	  623	 188	24.9	   5.0964	 5.3401
11	  733	 184	26.5	   5.0511	 4.9860
12	  805	 162	26.3	   5.0824	 6.1202
13	  826	 134	27.1	   5.0572	 5.5343
14	  891	 128	23.0	   5.2554	 5.0612
15	  902	 130	22.5	   5.0502	 5.3303
16	 1027	 124	20.0	   5.1769	 4.8257
17	  991	 138	20.5	   5.1906	 5.0549
18	 1118	 106	27.4	   5.0302	 5.3693
19	 1265	 127	25.5	   5.1176	 5.2939
20	 1286	 126	24.3	   4.5829	 5.4012
21	 1491	 123	25.5	   4.9865	 6.7144
22	 1464	 120	28.4	   5.3206	 5.6605
23	 1499	 120	26.1	   5.1975	 6.0489
24	 1574	 101	30.3	   5.1828	 6.1283
25	 1670	  90	24.8	   4.8999	 6.0007
26	 1773	  83	25.8	   4.7818	 6.1841
27	 1909	  85	19.9	   4.9760	 5.8119
28	 1954	  60	18.1	   5.2843	 5.7601
29	 2044	  56	15.8	   4.8675	 5.7217
30	    0	   0	 0.0	   0.0000	 0.0000
31	 2406	  37	22.7	   4.9402	 5.5492
32	 2389	  84	21.7	   5.0921	 5.2543
33	 2643	  51	21.2	   5.1237	 5.5372
34	 2453	  42	22.3	   4.9264	 6.3387
35	 2121	  13	27.6	   5.0727	 5.9562
36	 2583	  26	12.8	   4.6238	 5.8660
37	 2598	  53	13.9	   4.9042	 5.6107
38	    0	   0	 0.0	   0.0000	 0.0000
