order	maxcpp	nlines	contrast	RV	sig
-----	------	------	--------	--	---
 0	  115	 198	20.2	   4.7570	 5.2208
 1	  141	 196	17.2	   4.9318	 4.8928
 2	  252	 217	25.1	   4.8771	 5.5317
 3	  291	 204	25.4	   5.1381	 5.2688
 4	  332	 210	25.0	   5.0928	 4.8064
 5	  393	 212	25.8	   4.8980	 5.1624
 6	  436	 197	28.9	   4.9390	 5.2234
 7	  468	 181	28.5	   4.7123	 5.4952
 8	  493	 176	25.2	   5.2254	 5.4123
 9	  525	 145	21.3	   5.1300	 4.7362
10	  644	 188	24.7	   4.9082	 5.3116
11	  762	 184	26.4	   4.9864	 4.9587
12	  828	 162	26.4	   4.9011	 6.1173
13	  851	 134	27.6	   4.8522	 5.5335
14	  922	 128	22.4	   5.1473	 5.2474
15	  932	 130	22.6	   4.9077	 5.3300
16	 1057	 124	20.4	   4.9582	 4.7483
17	 1024	 138	20.1	   5.2041	 5.1006
18	 1158	 106	27.3	   4.9297	 5.4066
19	 1306	 127	25.4	   4.9833	 5.3494
20	 1324	 126	24.3	   4.5158	 5.4267
21	 1528	 123	25.1	   4.8724	 6.5511
22	 1503	 120	28.3	   5.2080	 5.7323
23	 1531	 120	26.0	   5.0286	 6.0946
24	 1604	 101	30.2	   4.9997	 6.1514
25	 1689	  90	24.7	   4.8013	 6.0004
26	 1805	  83	25.3	   4.7701	 6.3274
27	 1935	  85	19.8	   4.8475	 5.8585
28	 1954	  60	18.0	   5.2246	 5.7547
29	 2081	  56	15.4	   4.3081	 5.9677
30	    0	   0	 0.0	   0.0000	 0.0000
31	 2419	  37	22.8	   4.8039	 5.5466
32	 2403	  84	21.7	   4.9015	 5.2574
33	 2675	  51	21.4	   4.8877	 5.5797
34	 2481	  42	22.6	   4.7766	 6.2518
35	 2154	  13	27.1	   4.8200	 5.8372
36	 2627	  26	13.3	   4.6736	 5.6560
37	 2661	  53	14.1	   4.7664	 5.9297
38	    0	   0	 0.0	   0.0000	 0.0000
