order	maxcpp	nlines	contrast	RV	sig
-----	------	------	--------	--	---
 0	  115	 198	19.0	   4.4485	 5.6551
 1	  141	 196	16.6	   4.7051	 5.0627
 2	  253	 217	25.5	   5.0122	 5.4891
 3	  292	 204	25.4	   5.2552	 5.1808
 4	  332	 210	25.2	   5.1320	 4.9411
 5	  391	 212	26.2	   5.0275	 5.1409
 6	  435	 197	29.2	   5.0413	 5.1978
 7	  465	 181	28.4	   4.7537	 5.3635
 8	  489	 176	24.9	   5.3469	 5.3441
 9	  521	 145	21.8	   5.1716	 4.7397
10	  640	 188	24.6	   5.0460	 5.4477
11	  750	 184	26.4	   5.0519	 4.9390
12	  820	 162	26.4	   4.9558	 6.1670
13	  841	 134	28.1	   5.0171	 5.4756
14	  917	 128	22.6	   5.3422	 5.1905
15	  925	 130	22.5	   4.8577	 5.3927
16	 1044	 124	20.1	   5.0381	 4.8059
17	 1015	 138	20.3	   5.1542	 5.1161
18	 1142	 106	27.1	   4.9373	 5.4453
19	 1295	 127	25.7	   5.0729	 5.2340
20	 1304	 126	24.8	   4.5094	 5.4264
21	 1516	 123	25.2	   5.0045	 6.6272
22	 1489	 120	28.2	   5.2475	 5.6491
23	 1518	 120	25.9	   5.1562	 6.0723
24	 1594	 101	30.3	   5.1387	 6.0778
25	 1675	  90	24.9	   4.8318	 5.9110
26	 1798	  83	25.8	   4.8781	 6.2972
27	 1933	  85	19.8	   4.8744	 5.7015
28	 1960	  60	18.2	   5.2122	 5.6257
29	 2050	  56	15.9	   4.8599	 5.8388
30	    0	   0	 0.0	   0.0000	 0.0000
31	 2423	  37	22.8	   4.9298	 5.6921
32	 2395	  84	21.7	   5.0350	 5.2702
33	 2642	  51	21.5	   4.9737	 5.5619
34	 2474	  42	22.4	   4.8765	 6.2175
35	 2124	  13	27.4	   4.6831	 6.0000
36	 2614	  26	13.1	   4.7654	 5.6190
37	 2610	  53	13.9	   5.0327	 5.6388
38	    0	   0	 0.0	   0.0000	 0.0000
