order	maxcpp	nlines	contrast	RV	sig
-----	------	------	--------	--	---
 0	  105	 198	18.4	   4.3903	 6.0117
 1	  130	 196	17.6	   4.6632	 4.6399
 2	  230	 217	25.0	   4.9883	 5.3511
 3	  268	 204	25.8	   5.1014	 5.1080
 4	  302	 210	25.3	   5.1410	 4.8654
 5	  361	 212	25.8	   4.9731	 5.0519
 6	  402	 197	28.7	   5.0151	 5.2355
 7	  432	 181	28.2	   4.7683	 5.4336
 8	  453	 176	25.4	   5.1972	 5.3303
 9	  486	 145	22.1	   5.2563	 4.6326
10	  601	 188	24.6	   4.9456	 5.3864
11	  707	 184	26.1	   5.0026	 4.9517
12	  777	 162	26.6	   5.0249	 6.0858
13	  800	 134	27.8	   4.9284	 5.4586
14	  877	 128	22.5	   5.1953	 5.1724
15	  889	 130	22.6	   4.8735	 5.3898
16	 1013	 124	20.2	   5.0510	 4.7376
17	  992	 138	20.2	   5.0562	 5.1279
18	 1117	 106	27.2	   4.8934	 5.4166
19	 1275	 127	25.3	   5.0341	 5.3581
20	 1278	 126	24.6	   4.3892	 5.4127
21	 1506	 123	25.4	   4.8138	 6.6780
22	 1485	 120	28.3	   5.1105	 5.5977
23	 1518	 120	25.7	   4.9994	 6.1206
24	 1603	 101	30.2	   5.0290	 6.0803
25	 1700	  90	24.8	   4.8108	 6.0401
26	 1819	  83	25.9	   4.7388	 6.2405
27	 1958	  85	20.0	   4.8171	 5.7833
28	 2011	  60	18.0	   5.2728	 5.7441
29	 2103	  56	15.8	   4.6988	 5.8353
30	    0	   0	 0.0	   0.0000	 0.0000
31	 2492	  37	23.0	   4.7722	 5.4786
32	 2491	  84	22.0	   4.9436	 5.2802
33	 2760	  51	21.3	   4.8764	 5.4818
34	 2591	  42	22.4	   4.8703	 6.2373
35	 2196	  13	27.9	   4.8625	 6.0618
36	 2765	  26	13.1	   4.5991	 5.7189
37	 2771	  53	13.7	   4.9289	 5.9351
38	    0	   0	 0.0	   0.0000	 0.0000
