order	maxcpp	nlines	contrast	RV	sig
-----	------	------	--------	--	---
 0	  169	 198	20.9	   4.2071	 5.8438
 1	  212	 196	18.9	   4.5161	 4.7041
 2	  389	 217	26.7	   4.7290	 5.5578
 3	  456	 204	26.8	   4.9207	 5.1593
 4	  519	 210	26.3	   5.0138	 4.7972
 5	  618	 212	26.6	   4.7648	 5.1281
 6	  688	 197	29.3	   4.8274	 5.2398
 7	  738	 181	29.1	   4.5712	 5.5175
 8	  777	 176	25.7	   5.0940	 5.3070
 9	  825	 145	21.7	   5.0534	 4.6857
10	 1020	 188	24.6	   4.7331	 5.4345
11	 1196	 184	26.2	   4.8010	 4.9537
12	 1309	 162	26.3	   4.7674	 6.1608
13	 1346	 134	27.4	   4.7347	 5.6101
14	 1456	 128	22.4	   5.0015	 5.3413
15	 1467	 130	22.7	   4.7059	 5.3991
16	 1655	 124	20.4	   4.8897	 4.7705
17	 1613	 138	20.8	   4.9416	 5.1197
18	 1811	 106	27.8	   4.7189	 5.4141
19	 2065	 127	25.9	   4.8934	 5.2881
20	 2076	 126	25.0	   4.3315	 5.4430
21	 2427	 123	25.5	   4.7479	 6.7600
22	 2376	 120	28.3	   4.9946	 5.7413
23	 2413	 120	26.2	   4.9160	 6.1705
24	 2538	 101	30.6	   4.8917	 6.0625
25	 2679	  90	24.9	   4.6263	 5.9648
26	 2865	  83	25.9	   4.6149	 6.2444
27	 3100	  85	19.8	   4.6679	 5.7309
28	 3122	  60	17.8	   4.9674	 5.6990
29	 3269	  56	15.7	   4.7826	 5.8366
30	    0	   0	 0.0	   0.0000	 0.0000
31	 3827	  37	23.0	   4.6268	 5.7051
32	 3811	  84	21.8	   4.7476	 5.2869
33	 4196	  51	21.5	   4.7937	 5.5664
34	 3909	  42	22.5	   4.6670	 6.4197
35	 3280	  13	28.1	   4.5560	 5.7082
36	 4143	  26	13.4	   4.4757	 5.7113
37	 4106	  53	14.0	   4.8781	 5.7312
38	    0	   0	 0.0	   0.0000	 0.0000
