order	maxcpp	nlines	contrast	RV	sig
-----	------	------	--------	--	---
 0	  129	 198	19.5	   4.7698	 5.4895
 1	  160	 196	17.9	   4.7429	 4.5881
 2	  294	 217	26.3	   5.0091	 5.4247
 3	  346	 204	26.4	   5.1404	 5.1508
 4	  397	 210	25.9	   5.1319	 4.8537
 5	  473	 212	26.5	   4.9250	 5.1178
 6	  529	 197	29.5	   5.0093	 5.3329
 7	  574	 181	29.0	   4.7190	 5.4147
 8	  605	 176	25.2	   5.2802	 5.3439
 9	  649	 145	22.3	   5.1620	 4.6565
10	  806	 188	24.4	   4.9313	 5.5066
11	  952	 184	26.3	   4.9725	 4.9885
12	 1037	 162	26.5	   4.9608	 6.1881
13	 1069	 134	27.6	   4.9491	 5.5719
14	 1165	 128	22.9	   5.1805	 5.1225
15	 1180	 130	22.4	   4.9741	 5.4638
16	 1344	 124	20.3	   5.0357	 4.7247
17	 1302	 138	20.5	   5.1111	 5.1970
18	 1466	 106	27.8	   4.8678	 5.4164
19	 1667	 127	25.9	   5.0138	 5.3227
20	 1678	 126	24.8	   4.4203	 5.4761
21	 1964	 123	25.7	   4.8402	 6.6279
22	 1935	 120	28.2	   5.1531	 5.6860
23	 1968	 120	26.0	   5.0170	 6.1930
24	 2062	 101	30.3	   5.0104	 6.1656
25	 2172	  90	25.1	   4.8240	 5.9930
26	 2336	  83	26.0	   4.7414	 6.2653
27	 2498	  85	20.1	   4.9229	 5.9025
28	 2539	  60	18.5	   5.2677	 5.7981
29	 2667	  56	15.9	   4.9577	 5.8697
30	    0	   0	 0.0	   0.0000	 0.0000
31	 3111	  37	23.5	   4.6529	 5.4381
32	 3091	  84	22.0	   4.8684	 5.2384
33	 3406	  51	21.1	   4.9941	 5.6474
34	 3164	  42	22.3	   4.8477	 6.2737
35	 2668	  13	28.0	   4.8857	 6.2474
36	 3322	  26	13.0	   4.5872	 5.9801
37	 3329	  53	14.4	   4.8241	 5.9110
38	    0	   0	 0.0	   0.0000	 0.0000
