order	maxcpp	nlines	contrast	RV	sig
-----	------	------	--------	--	---
 0	   71	 198	13.7	   4.0378	 6.4630
 1	   90	 196	15.8	   4.9294	 4.4605
 2	  165	 217	24.9	   4.9541	 5.3048
 3	  202	 204	26.2	   5.1054	 4.9983
 4	  243	 210	25.0	   5.2393	 4.7687
 5	  301	 212	25.7	   4.8780	 5.0585
 6	  357	 197	28.4	   5.1495	 5.2440
 7	  404	 181	27.5	   4.7458	 5.6021
 8	  444	 176	24.9	   5.3129	 5.4340
 9	  501	 145	21.5	   5.2379	 4.6624
10	  643	 188	23.6	   4.5400	 5.6912
11	  791	 184	26.2	   4.9727	 4.9488
12	  899	 162	26.5	   4.9983	 6.1817
13	  964	 134	27.7	   4.9363	 5.5581
14	 1086	 128	22.8	   5.1463	 5.1761
15	 1138	 130	22.8	   4.9095	 5.3533
16	 1335	 124	20.4	   5.0790	 4.7779
17	 1337	 138	20.3	   5.2437	 5.1995
18	 1539	 106	27.5	   4.8881	 5.4380
19	 1782	 127	26.2	   5.0188	 5.3562
20	 1840	 126	24.7	   4.4987	 5.5149
21	 2178	 123	25.8	   4.8590	 6.6220
22	 2172	 120	28.5	   5.1250	 5.6555
23	 2252	 120	26.1	   5.1121	 6.2288
24	 2383	 101	30.4	   5.0329	 6.0998
25	 2530	  90	25.1	   4.8142	 6.0432
26	 2712	  83	26.1	   4.7946	 6.2769
27	 2917	  85	20.1	   4.8778	 5.8464
28	 2967	  60	18.2	   5.2386	 5.6928
29	 3110	  56	15.9	   4.8560	 5.9337
30	    0	   0	 0.0	   0.0000	 0.0000
31	 3618	  37	23.3	   4.7678	 5.6266
32	 3566	  84	22.0	   4.9706	 5.2710
33	 3946	  51	21.4	   4.9546	 5.6264
34	 3603	  42	22.5	   4.8386	 6.3196
35	 3094	  13	28.6	   4.7364	 5.8745
36	 3743	  26	12.6	   5.0786	 5.8451
37	 3694	  53	14.2	   4.7813	 5.7901
38	    0	   0	 0.0	   0.0000	 0.0000
