order	maxcpp	nlines	contrast	RV	sig
-----	------	------	--------	--	---
 0	  115	 198	17.8	   4.4423	 6.1880
 1	  144	 196	17.8	   4.8931	 4.8069
 2	  272	 217	27.0	   4.7282	 5.3510
 3	  324	 204	26.7	   5.1606	 5.1597
 4	  380	 210	26.4	   4.9552	 4.8662
 5	  459	 212	26.9	   4.7293	 5.1645
 6	  523	 197	29.8	   4.8008	 5.2427
 7	  576	 181	28.7	   4.6046	 5.5289
 8	  614	 176	25.8	   5.1330	 5.3790
 9	  667	 145	22.2	   4.9796	 4.6334
10	  837	 188	24.1	   4.4197	 5.5627
11	  997	 184	26.7	   4.8101	 4.9149
12	 1105	 162	26.7	   4.8211	 6.1188
13	 1152	 134	27.7	   4.8320	 5.5886
14	 1268	 128	22.6	   5.0051	 5.2226
15	 1287	 130	22.8	   4.8077	 5.4716
16	 1466	 124	20.8	   4.9348	 4.7901
17	 1441	 138	20.4	   4.9878	 5.1801
18	 1644	 106	28.1	   4.7363	 5.4322
19	 1865	 127	26.3	   4.8990	 5.3200
20	 1904	 126	25.2	   4.3001	 5.4311
21	 2234	 123	26.0	   4.7550	 6.5978
22	 2211	 120	28.7	   5.0441	 5.7146
23	 2263	 120	26.4	   4.9667	 6.1378
24	 2398	 101	30.6	   4.9149	 6.1394
25	 2534	  90	24.9	   4.6904	 6.0432
26	 2707	  83	26.1	   4.6252	 6.3023
27	 2928	  85	20.1	   4.7457	 5.9387
28	 2971	  60	17.9	   5.0096	 5.8259
29	 3136	  56	15.8	   4.7802	 5.8685
30	    0	   0	 0.0	   0.0000	 0.0000
31	 3704	  37	23.5	   4.5933	 5.5286
32	 3674	  84	22.1	   4.7939	 5.3310
33	 4095	  51	22.0	   4.8090	 5.6213
34	 3795	  42	22.7	   4.6904	 6.3776
35	 3256	  13	28.0	   4.7062	 6.1340
36	 4027	  26	13.2	   4.6446	 6.0518
37	 4045	  53	14.2	   4.7069	 5.7744
38	    0	   0	 0.0	   0.0000	 0.0000
