order	maxcpp	nlines	contrast	RV	sig
-----	------	------	--------	--	---
 0	  111	 198	19.6	   4.2890	 5.5731
 1	  139	 196	16.9	   4.6273	 4.4395
 2	  247	 217	25.3	   4.9750	 5.4352
 3	  285	 204	26.2	   5.1554	 5.2108
 4	  324	 210	25.6	   5.1658	 4.7703
 5	  385	 212	26.7	   5.0486	 5.0050
 6	  427	 197	29.5	   4.9729	 5.1449
 7	  460	 181	28.5	   4.8475	 5.4624
 8	  482	 176	25.5	   5.3301	 5.2260
 9	  514	 145	22.3	   5.2358	 4.7091
10	  637	 188	25.0	   5.0730	 5.3235
11	  748	 184	26.8	   4.9839	 4.8995
12	  820	 162	27.0	   5.0108	 6.0744
13	  841	 134	27.9	   4.9595	 5.4244
14	  913	 128	23.1	   5.3013	 5.0489
15	  923	 130	22.9	   5.0061	 5.3643
16	 1048	 124	20.6	   5.0120	 4.6205
17	 1019	 138	20.5	   5.1254	 5.1239
18	 1144	 106	27.5	   4.9389	 5.3758
19	 1301	 127	26.0	   5.0748	 5.1643
20	 1307	 126	24.9	   4.4859	 5.3249
21	 1531	 123	25.6	   4.8844	 6.6449
22	 1503	 120	28.4	   5.2195	 5.5626
23	 1534	 120	26.1	   5.1251	 6.0956
24	 1605	 101	30.4	   5.0574	 5.9962
25	 1698	  90	25.0	   4.8113	 6.0136
26	 1815	  83	26.0	   4.8434	 6.1773
27	 1941	  85	19.9	   4.9395	 5.8812
28	 1983	  60	18.5	   5.3548	 5.6999
29	 2078	  56	15.9	   4.8663	 5.9412
30	    0	   0	 0.0	   0.0000	 0.0000
31	 2436	  37	23.2	   4.7934	 5.5582
32	 2420	  84	21.8	   4.9807	 5.2468
33	 2671	  51	21.7	   4.9741	 5.3768
34	 2496	  42	22.3	   4.8435	 6.3982
35	 2101	  13	27.8	   4.8191	 5.9675
36	 2637	  26	13.0	   4.6274	 5.9230
37	 2632	  53	14.0	   4.8936	 5.6562
38	    0	   0	 0.0	   0.0000	 0.0000
