order	maxcpp	nlines	contrast	RV	sig
-----	------	------	--------	--	---
 0	  109	 198	18.8	   4.9981	 5.3350
 1	  133	 196	17.6	   4.9467	 4.1796
 2	  236	 217	25.0	   5.1093	 5.4862
 3	  275	 204	25.6	   5.3441	 5.1864
 4	  313	 210	25.3	   5.2744	 4.8945
 5	  370	 212	26.4	   5.0769	 5.0218
 6	  413	 197	29.4	   5.2109	 5.2727
 7	  445	 181	28.6	   5.0217	 5.4016
 8	  468	 176	25.7	   5.3801	 5.2432
 9	  500	 145	22.0	   5.4194	 4.7365
10	  618	 188	24.7	   5.1219	 5.3568
11	  730	 184	26.5	   5.1565	 4.8954
12	  796	 162	26.9	   5.1011	 6.0496
13	  823	 134	27.8	   5.1208	 5.4367
14	  896	 128	22.5	   5.4449	 5.1154
15	  905	 130	22.9	   5.1236	 5.3566
16	 1022	 124	20.4	   5.2013	 4.6458
17	  994	 138	20.4	   5.3530	 5.1075
18	 1129	 106	27.3	   5.0976	 5.4216
19	 1278	 127	25.6	   5.2408	 5.3017
20	 1293	 126	24.5	   4.6480	 5.3575
21	 1506	 123	25.7	   5.1286	 6.6573
22	 1482	 120	28.4	   5.2892	 5.6020
23	 1519	 120	25.9	   5.2634	 6.1693
24	 1593	 101	30.3	   5.1750	 6.1167
25	 1686	  90	25.1	   5.0981	 5.9657
26	 1794	  83	25.7	   4.9171	 6.2537
27	 1933	  85	19.9	   5.0562	 5.8492
28	 1964	  60	18.0	   5.3801	 5.6217
29	 2067	  56	15.8	   5.0278	 5.7431
30	    0	   0	 0.0	   0.0000	 0.0000
31	 2457	  37	23.1	   4.9695	 5.5389
32	 2427	  84	21.8	   5.1120	 5.3407
33	 2708	  51	21.4	   5.0518	 5.5202
34	 2517	  42	22.6	   5.0335	 6.2092
35	 2180	  13	26.6	   4.9400	 6.0235
36	 2681	  26	13.3	   4.8946	 5.9679
37	 2685	  53	14.6	   5.0875	 5.6775
38	    0	   0	 0.0	   0.0000	 0.0000
