order	maxcpp	nlines	contrast	RV	sig
-----	------	------	--------	--	---
 0	   49	 198	 8.8	   4.0443	 4.6772
 1	   56	 196	 8.6	   4.1335	 5.9522
 2	   86	 217	20.4	   4.4462	 5.0478
 3	  106	 204	20.7	   4.9322	 5.2956
 4	  125	 210	21.3	   4.8901	 4.6306
 5	  153	 212	22.2	   4.8037	 5.3562
 6	  178	 197	25.6	   4.7243	 5.4144
 7	  203	 181	25.7	   4.3255	 5.4780
 8	  225	 176	22.6	   4.9415	 5.5064
 9	  251	 145	20.4	   4.9013	 4.7436
10	  326	 188	23.5	   4.7708	 5.3210
11	  401	 184	25.7	   4.8008	 4.8995
12	  461	 162	26.2	   4.8242	 6.0865
13	  500	 134	27.3	   4.8260	 5.5762
14	  565	 128	22.6	   4.9477	 5.0700
15	  600	 130	22.5	   4.7151	 5.5087
16	  707	 124	20.1	   4.8655	 4.7754
17	  713	 138	19.9	   4.8930	 5.1650
18	  826	 106	27.3	   4.7600	 5.4147
19	  960	 127	25.3	   4.8606	 5.3520
20	  988	 126	24.4	   4.2833	 5.4487
21	 1177	 123	25.2	   4.7716	 6.5135
22	 1182	 120	27.4	   5.0474	 5.7044
23	 1232	 120	26.0	   4.9520	 6.1276
24	 1308	 101	29.9	   4.8882	 6.1584
25	 1398	  90	24.6	   4.6356	 5.9778
26	 1516	  83	25.4	   4.5770	 6.2995
27	 1632	  85	20.1	   4.6932	 5.7242
28	 1670	  60	17.6	   5.1013	 5.6042
29	 1766	  56	15.6	   4.6718	 5.9456
30	    0	   0	 0.0	   0.0000	 0.0000
31	 2096	  37	22.8	   4.6164	 5.5637
32	 2085	  84	21.7	   4.8055	 5.3148
33	 2312	  51	21.5	   4.7676	 5.6052
34	 2152	  42	22.3	   4.6634	 6.3016
35	 1835	  13	27.3	   4.8073	 6.1846
36	 2276	  26	13.1	   4.5017	 5.8787
37	 2272	  53	14.4	   4.7705	 5.6511
38	    0	   0	 0.0	   0.0000	 0.0000
