order	maxcpp	nlines	contrast	RV	sig
-----	------	------	--------	--	---
 0	  115	 198	19.9	   4.4294	 5.6816
 1	  143	 196	17.6	   5.0576	 4.4182
 2	  253	 217	25.8	   5.0982	 5.5938
 3	  292	 204	25.9	   5.2545	 5.1656
 4	  334	 210	25.7	   5.0967	 4.8869
 5	  393	 212	26.1	   5.0699	 5.1771
 6	  437	 197	29.5	   5.2333	 5.2179
 7	  470	 181	28.1	   4.7528	 5.5658
 8	  493	 176	25.5	   5.3342	 5.2278
 9	  526	 145	21.6	   5.2723	 4.6311
10	  649	 188	24.6	   5.0865	 5.5270
11	  759	 184	26.5	   5.0488	 4.9574
12	  827	 162	26.6	   5.0535	 6.0042
13	  851	 134	27.4	   4.9307	 5.4661
14	  921	 128	22.5	   5.4175	 5.1471
15	  936	 130	22.9	   4.9099	 5.2831
16	 1055	 124	20.4	   5.1090	 4.7195
17	 1026	 138	20.6	   5.1644	 5.2556
18	 1154	 106	27.3	   4.9966	 5.4611
19	 1306	 127	25.8	   5.1535	 5.3445
20	 1313	 126	24.8	   4.5829	 5.4663
21	 1523	 123	25.7	   4.9372	 6.5751
22	 1503	 120	28.3	   5.2825	 5.6812
23	 1531	 120	25.8	   5.2002	 6.2156
24	 1599	 101	30.4	   5.0934	 6.0546
25	 1692	  90	24.8	   4.7975	 5.9336
26	 1809	  83	25.8	   4.8782	 6.2456
27	 1927	  85	20.0	   4.9350	 5.6521
28	 1967	  60	18.1	   5.2908	 5.6502
29	 2055	  56	15.9	   4.9866	 5.7310
30	    0	   0	 0.0	   0.0000	 0.0000
31	 2415	  37	23.0	   4.8252	 5.5739
32	 2393	  84	21.9	   4.9953	 5.3521
33	 2652	  51	21.6	   5.0913	 5.5795
34	 2470	  42	22.7	   4.8089	 6.2306
35	 2110	  13	27.7	   5.0659	 6.0197
36	 2626	  26	13.3	   4.7886	 5.8523
37	 2608	  53	14.2	   4.9352	 5.7053
38	    0	   0	 0.0	   0.0000	 0.0000
