order	maxcpp	nlines	contrast	RV	sig
-----	------	------	--------	--	---
 0	  215	 200	19.0	  15.4566	 6.2484
 1	  261	 199	15.7	  15.8695	 5.3354
 2	  465	 218	21.6	  15.9796	 6.1768
 3	  544	 206	22.0	  16.2250	 5.9391
 4	  585	 210	19.9	  16.3508	 5.4419
 5	  717	 214	21.4	  15.8922	 5.7441
 6	  801	 197	23.8	  16.0301	 5.6513
 7	  876	 181	23.5	  15.5634	 5.8924
 8	  903	 178	20.8	  16.1819	 6.1411
 9	  897	 147	17.4	  16.2756	 5.5830
10	 1129	 189	20.4	  15.9176	 6.1571
11	 1294	 186	20.9	  15.9103	 5.5953
12	 1379	 163	22.1	  15.7146	 6.9711
13	 1406	 136	22.4	  15.9146	 6.2141
14	 1508	 130	17.9	  16.1523	 5.8973
15	 1532	 131	17.5	  15.9691	 6.1775
16	 1677	 126	15.8	  15.9763	 5.5633
17	 1607	 138	15.9	  16.3270	 5.7608
18	 1876	 106	22.4	  16.0085	 6.0143
19	 2089	 128	20.4	  16.0115	 5.9155
20	 2105	 128	19.5	  15.3934	 5.9871
21	 2449	 124	21.9	  15.8157	 7.5703
22	 2422	 121	23.3	  16.2070	 6.2088
23	 2441	 120	21.7	  16.0948	 6.5363
24	 2524	 102	24.6	  16.0642	 6.4165
25	 2654	  90	19.9	  15.7316	 6.5106
26	 2799	  84	20.7	  15.7638	 6.7277
27	 3007	  85	16.0	  15.8005	 6.3593
28	 3029	  60	13.5	  16.3002	 6.5107
29	 3155	  56	11.8	  15.9194	 6.8337
30	    0	   0	 0.0	   0.0000	 0.0000
31	 3665	  37	17.3	  15.7821	 6.1233
32	 3621	  85	16.9	  15.9252	 5.6878
33	 4016	  51	16.7	  15.8700	 6.1338
34	 3704	  42	18.0	  15.7603	 6.7842
35	 3168	  13	23.0	  15.9503	 6.0679
36	 3855	  26	10.3	  15.6453	 6.6981
37	 3858	  53	10.6	  16.0152	 6.4876
38	    0	   0	 0.0	   0.0000	 0.0000
