order	maxcpp	nlines	contrast	RV	sig
-----	------	------	--------	--	---
 0	  114	 200	16.5	  15.3083	 6.8315
 1	  137	 199	14.2	  15.6981	 5.1603
 2	  235	 218	20.7	  15.7909	 6.4054
 3	  273	 206	20.6	  16.1595	 6.1153
 4	  292	 210	19.2	  16.0073	 5.3946
 5	  358	 214	21.1	  15.8533	 5.7140
 6	  404	 197	23.6	  15.9598	 5.6869
 7	  443	 181	23.2	  15.4836	 6.0178
 8	  456	 178	21.4	  16.1127	 5.9937
 9	  454	 147	17.4	  16.1300	 5.6453
10	  577	 189	20.4	  15.9511	 6.1391
11	  664	 186	20.8	  15.8274	 5.5944
12	  712	 163	22.1	  15.7184	 6.9827
13	  724	 136	22.1	  15.8853	 6.2823
14	  781	 130	17.5	  16.1831	 5.8455
15	  798	 131	17.8	  15.8198	 6.0609
16	  881	 126	15.4	  16.0079	 5.5968
17	  849	 138	15.2	  16.2565	 5.8156
18	  990	 106	22.0	  15.9434	 6.0288
19	 1103	 128	19.9	  16.0257	 5.9052
20	 1107	 128	19.2	  15.2517	 6.0182
21	 1294	 124	21.2	  15.7391	 7.6242
22	 1278	 121	23.0	  16.1413	 6.2108
23	 1293	 120	21.6	  16.1236	 6.6652
24	 1347	 102	23.9	  15.8945	 6.5399
25	 1414	  90	19.8	  15.7477	 6.5777
26	 1487	  84	20.6	  15.7545	 6.6878
27	 1599	  85	16.0	  15.7571	 6.5475
28	 1610	  60	13.6	  16.3345	 6.4148
29	 1682	  56	11.6	  15.6638	 7.0584
30	    0	   0	 0.0	   0.0000	 0.0000
31	 1960	  37	17.5	  15.6797	 5.9599
32	 1945	  85	16.6	  15.9591	 5.7850
33	 2167	  51	16.5	  15.8687	 6.2183
34	 2006	  42	18.0	  15.8357	 6.7999
35	 1734	  13	23.6	  15.5085	 6.7028
36	 2092	  26	 9.8	  15.5947	 6.6173
37	 2107	  53	10.3	  16.0645	 6.3534
38	    0	   0	 0.0	   0.0000	 0.0000
