order	maxcpp	nlines	contrast	RV	sig
-----	------	------	--------	--	---
 0	  148	 200	17.9	  15.2507	 6.5486
 1	  177	 199	15.0	  15.6996	 5.5039
 2	  307	 218	20.7	  16.0534	 6.2273
 3	  353	 206	21.3	  16.3723	 6.0271
 4	  378	 210	19.0	  16.3195	 5.4376
 5	  462	 214	20.9	  15.8797	 5.7043
 6	  517	 197	23.3	  16.1749	 5.7126
 7	  558	 181	23.5	  15.6905	 5.8100
 8	  575	 178	20.6	  16.2639	 6.0650
 9	  577	 147	16.8	  16.2217	 5.5789
10	  721	 189	20.0	  15.9240	 6.1982
11	  829	 186	20.5	  15.9247	 5.6555
12	  882	 163	21.9	  15.9008	 7.0885
13	  892	 136	21.9	  15.9550	 6.2153
14	  963	 130	17.4	  16.1233	 6.1035
15	  981	 131	17.7	  16.1411	 5.9231
16	 1074	 126	15.5	  16.1881	 5.5652
17	 1028	 138	15.3	  16.2865	 5.6760
18	 1200	 106	22.2	  15.9848	 6.0884
19	 1336	 128	19.8	  16.1613	 6.0642
20	 1342	 128	19.2	  15.4535	 5.9871
21	 1565	 124	21.5	  15.7882	 7.7328
22	 1538	 121	22.9	  16.2613	 6.2462
23	 1552	 120	21.5	  16.2270	 6.5671
24	 1601	 102	24.5	  16.1737	 6.3899
25	 1684	  90	19.8	  15.7909	 6.5853
26	 1776	  84	20.1	  15.8555	 6.6100
27	 1902	  85	15.8	  15.9426	 6.4435
28	 1918	  60	13.7	  16.3321	 6.4045
29	 1994	  56	11.6	  16.0605	 6.9110
30	    0	   0	 0.0	   0.0000	 0.0000
31	 2306	  37	17.6	  15.7250	 6.0775
32	 2267	  85	16.7	  16.0240	 5.7967
33	 2518	  51	16.5	  16.0192	 6.1657
34	 2321	  42	17.4	  15.8605	 6.9180
35	 2012	  13	22.8	  15.7937	 6.3527
36	 2429	  26	 9.9	  15.5513	 6.9228
37	 2409	  53	10.3	  16.1586	 6.5632
38	    0	   0	 0.0	   0.0000	 0.0000
