order	maxcpp	nlines	contrast	RV	sig
-----	------	------	--------	--	---
 0	  139	 200	18.8	  15.2522	 6.5330
 1	  173	 199	16.0	  15.6557	 5.6745
 2	  316	 218	22.2	  15.9564	 5.9691
 3	  374	 206	22.4	  16.1996	 6.0874
 4	  402	 210	19.8	  16.2221	 5.4536
 5	  499	 214	21.7	  15.7420	 5.7233
 6	  568	 197	24.2	  15.9046	 5.6313
 7	  620	 181	23.9	  15.4680	 5.9155
 8	  637	 178	21.3	  15.9987	 6.1074
 9	  633	 147	17.7	  16.1228	 5.5808
10	  807	 189	20.0	  15.2587	 6.3075
11	  927	 186	20.5	  15.8026	 5.7314
12	  987	 163	22.0	  15.6841	 7.1294
13	 1007	 136	22.3	  15.8292	 6.2572
14	 1081	 130	17.8	  16.0253	 5.9319
15	 1097	 131	17.4	  15.9864	 6.1135
16	 1202	 126	15.5	  15.9148	 5.6973
17	 1154	 138	15.6	  16.1522	 5.7391
18	 1340	 106	22.4	  15.8549	 5.9909
19	 1486	 128	20.4	  15.9652	 5.9345
20	 1497	 128	19.6	  15.2689	 6.0426
21	 1740	 124	21.7	  15.7471	 7.6025
22	 1719	 121	23.4	  16.0640	 6.2278
23	 1736	 120	21.7	  16.0199	 6.5526
24	 1792	 102	24.8	  15.9785	 6.4130
25	 1885	  90	19.9	  15.6128	 6.5383
26	 1975	  84	20.4	  15.7412	 6.6686
27	 2128	  85	16.3	  15.6737	 6.4729
28	 2138	  60	13.8	  16.1875	 6.5071
29	 2226	  56	12.4	  15.8236	 6.7042
30	    0	   0	 0.0	   0.0000	 0.0000
31	 2561	  37	17.6	  15.7836	 6.2830
32	 2541	  85	16.6	  16.0231	 5.8675
33	 2808	  51	16.6	  15.9109	 6.1011
34	 2581	  42	17.7	  15.6275	 7.0662
35	 2226	  13	22.7	  15.4513	 6.5280
36	 2688	  26	 9.9	  15.9055	 6.9504
37	 2664	  53	10.6	  15.7863	 6.2594
38	    0	   0	 0.0	   0.0000	 0.0000
