order	maxcpp	nlines	contrast	RV	sig
-----	------	------	--------	--	---
 0	  134	 200	18.3	  15.5380	 6.1300
 1	  162	 199	14.8	  15.9400	 5.0088
 2	  280	 218	21.0	  15.9761	 6.2345
 3	  328	 206	21.4	  16.0969	 5.9745
 4	  351	 210	19.6	  16.2606	 5.4762
 5	  433	 214	21.3	  15.8002	 5.7638
 6	  490	 197	24.0	  16.0299	 5.6723
 7	  534	 181	23.6	  15.6310	 5.9135
 8	  549	 178	20.9	  16.1187	 6.1373
 9	  546	 147	17.2	  16.2392	 5.6015
10	  697	 189	20.7	  15.8782	 6.1622
11	  799	 186	20.9	  15.8905	 5.5316
12	  854	 163	22.2	  15.8128	 7.0016
13	  868	 136	22.2	  15.8427	 6.2667
14	  938	 130	17.8	  16.1548	 5.8287
15	  956	 131	17.5	  16.0001	 5.9918
16	 1048	 126	15.6	  16.0028	 5.5132
17	 1010	 138	15.4	  16.2432	 5.7140
18	 1175	 106	22.3	  16.0075	 5.8804
19	 1307	 128	20.1	  16.0943	 5.9303
20	 1314	 128	19.4	  15.2857	 6.0134
21	 1533	 124	21.5	  15.7109	 7.5308
22	 1522	 121	23.2	  16.1335	 6.1446
23	 1538	 120	21.6	  16.0859	 6.5660
24	 1597	 102	24.4	  15.9617	 6.4955
25	 1672	  90	19.9	  15.7597	 6.5830
26	 1768	  84	20.5	  15.8637	 6.6426
27	 1891	  85	16.0	  15.7302	 6.3444
28	 1918	  60	13.5	  16.4213	 6.4045
29	 2002	  56	12.0	  15.5028	 6.8542
30	    0	   0	 0.0	   0.0000	 0.0000
31	 2321	  37	17.1	  15.6683	 6.1346
32	 2300	  85	17.0	  15.9827	 5.8123
33	 2580	  51	16.7	  15.8089	 6.1922
34	 2380	  42	17.8	  15.9506	 6.9549
35	 2030	  13	22.7	  15.7728	 6.4901
36	 2504	  26	 9.7	  15.7109	 7.2152
37	 2487	  53	10.5	  16.0039	 6.1662
38	    0	   0	 0.0	   0.0000	 0.0000
