order	maxcpp	nlines	contrast	RV	sig
-----	------	------	--------	--	---
 0	  134	 200	17.2	  15.6372	 5.9870
 1	  161	 199	13.9	  15.9994	 5.5134
 2	  280	 218	20.9	  15.9970	 6.2612
 3	  326	 206	21.6	  16.1730	 5.9366
 4	  349	 210	18.9	  16.1937	 5.5532
 5	  433	 214	20.9	  15.9918	 5.8857
 6	  482	 197	23.4	  16.0561	 5.6603
 7	  530	 181	23.2	  15.5620	 5.9188
 8	  544	 178	21.3	  16.2683	 6.0763
 9	  541	 147	17.7	  16.3268	 5.4517
10	  690	 189	20.4	  15.8981	 6.1566
11	  790	 186	21.1	  15.9746	 5.5827
12	  845	 163	22.0	  15.7906	 7.0040
13	  860	 136	22.2	  15.9299	 6.1621
14	  933	 130	17.6	  16.2053	 5.8367
15	  950	 131	17.8	  15.9474	 6.0228
16	 1046	 126	15.8	  16.0355	 5.4928
17	 1009	 138	15.7	  16.2738	 5.6990
18	 1184	 106	22.4	  15.9711	 5.8978
19	 1313	 128	20.4	  16.0615	 5.8619
20	 1334	 128	19.2	  15.3758	 6.0722
21	 1552	 124	21.5	  15.8120	 7.5492
22	 1540	 121	23.2	  16.1766	 6.2224
23	 1562	 120	21.5	  16.0969	 6.6418
24	 1621	 102	24.5	  16.1083	 6.4115
25	 1712	  90	19.8	  15.6874	 6.3787
26	 1806	  84	20.6	  15.7789	 6.6708
27	 1940	  85	16.3	  15.7169	 6.2819
28	 1978	  60	13.6	  16.3519	 6.3105
29	 2063	  56	12.1	  15.8937	 6.7551
30	    0	   0	 0.0	   0.0000	 0.0000
31	 2394	  37	17.5	  15.6870	 6.0778
32	 2387	  85	16.9	  15.8515	 5.7995
33	 2653	  51	16.4	  15.8972	 6.1406
34	 2458	  42	17.7	  15.7684	 6.8552
35	 2097	  13	22.6	  15.7732	 6.3474
36	 2585	  26	10.2	  15.9935	 6.9795
37	 2585	  53	10.3	  15.9338	 6.4079
38	    0	   0	 0.0	   0.0000	 0.0000
