order	maxcpp	nlines	contrast	RV	sig
-----	------	------	--------	--	---
 0	  225	 200	19.1	  15.3835	 6.3773
 1	  276	 199	15.3	  15.6156	 5.3682
 2	  492	 218	21.7	  15.9290	 6.1757
 3	  574	 206	22.1	  16.2204	 6.0063
 4	  614	 210	19.8	  16.2841	 5.4623
 5	  754	 214	21.5	  15.9412	 5.7148
 6	  845	 197	23.7	  16.1077	 5.7268
 7	  916	 181	23.9	  15.5566	 5.8879
 8	  944	 178	20.9	  16.0922	 6.0079
 9	  938	 147	17.4	  16.3633	 5.6248
10	 1190	 189	20.4	  15.9185	 6.1093
11	 1362	 186	20.6	  15.9426	 5.6487
12	 1447	 163	22.2	  15.8108	 7.0621
13	 1470	 136	22.3	  15.9580	 6.1747
14	 1579	 130	17.6	  16.2002	 5.8904
15	 1601	 131	17.5	  15.9538	 6.1576
16	 1749	 126	15.8	  16.0787	 5.5184
17	 1675	 138	15.6	  16.2625	 5.8456
18	 1958	 106	22.4	  15.9507	 6.0397
19	 2177	 128	20.4	  16.0506	 5.9381
20	 2188	 128	19.6	  15.4304	 6.0269
21	 2545	 124	21.8	  15.7873	 7.5964
22	 2514	 121	23.3	  16.1326	 6.2438
23	 2532	 120	21.8	  16.1037	 6.5788
24	 2621	 102	24.6	  16.0631	 6.4578
25	 2754	  90	19.8	  15.6899	 6.5898
26	 2891	  84	20.7	  15.7902	 6.5994
27	 3116	  85	16.0	  15.7966	 6.4277
28	 3134	  60	13.4	  16.3978	 6.2936
29	 3276	  56	11.7	  15.8150	 6.8686
30	    0	   0	 0.0	   0.0000	 0.0000
31	 3794	  37	17.7	  15.8139	 6.2630
32	 3751	  85	16.8	  15.9899	 5.7978
33	 4164	  51	16.7	  15.8208	 6.1469
34	 3848	  42	17.6	  15.8629	 6.8394
35	 3286	  13	23.1	  15.8995	 6.2152
36	 3977	  26	 9.8	  15.8392	 6.8451
37	 3992	  53	10.4	  15.9490	 6.4503
38	    0	   0	 0.0	   0.0000	 0.0000
