order	maxcpp	nlines	contrast	RV	sig
-----	------	------	--------	--	---
 0	  182	 200	18.8	  15.5306	 6.3170
 1	  222	 199	14.8	  15.6683	 5.4908
 2	  393	 218	21.7	  15.9573	 6.2097
 3	  459	 206	21.7	  16.1331	 5.9315
 4	  492	 210	19.6	  16.2929	 5.5171
 5	  606	 214	21.4	  15.8061	 5.7909
 6	  684	 197	23.8	  16.0183	 5.7136
 7	  744	 181	23.8	  15.5817	 5.9070
 8	  761	 178	21.3	  16.1796	 6.0919
 9	  760	 147	17.0	  16.1499	 5.7052
10	  962	 189	20.4	  15.8802	 6.1380
11	 1102	 186	20.8	  15.9407	 5.5309
12	 1175	 163	22.0	  15.7340	 7.0241
13	 1194	 136	22.5	  15.9182	 6.1371
14	 1284	 130	17.8	  16.0028	 5.8513
15	 1305	 131	17.7	  15.9784	 6.0309
16	 1436	 126	15.8	  15.9342	 5.5419
17	 1381	 138	15.7	  16.1994	 5.7996
18	 1607	 106	22.3	  15.8892	 5.9272
19	 1783	 128	20.3	  16.1168	 5.9511
20	 1800	 128	19.4	  15.3642	 6.0913
21	 2095	 124	21.6	  15.7434	 7.5727
22	 2073	 121	23.3	  16.1955	 6.2411
23	 2089	 120	21.7	  16.0944	 6.6345
24	 2163	 102	24.8	  16.0822	 6.4681
25	 2280	  90	19.7	  15.7347	 6.6453
26	 2406	  84	20.6	  15.8265	 6.7712
27	 2583	  85	16.0	  15.7552	 6.4555
28	 2598	  60	13.7	  16.4309	 6.3710
29	 2712	  56	11.9	  15.8622	 6.8950
30	    0	   0	 0.0	   0.0000	 0.0000
31	 3142	  37	17.5	  15.7225	 6.0708
32	 3117	  85	16.7	  15.9555	 5.8176
33	 3472	  51	16.3	  15.8679	 6.2071
34	 3200	  42	17.8	  15.7889	 6.7684
35	 2757	  13	23.8	  15.6778	 6.2876
36	 3329	  26	 9.5	  15.7696	 7.0052
37	 3334	  53	10.5	  15.9801	 6.3297
38	    0	   0	 0.0	   0.0000	 0.0000
