order	maxcpp	nlines	contrast	RV	sig
-----	------	------	--------	--	---
 0	  313	 200	19.6	  15.3367	 6.4502
 1	  382	 199	16.2	  15.6472	 5.4653
 2	  688	 218	22.1	  15.8538	 6.1531
 3	  803	 206	22.2	  16.0899	 5.9304
 4	  865	 210	19.8	  16.1829	 5.4192
 5	 1054	 214	21.4	  15.9108	 5.7438
 6	 1186	 197	24.0	  15.9838	 5.6620
 7	 1293	 181	23.8	  15.6346	 5.8927
 8	 1330	 178	20.8	  16.0836	 6.1162
 9	 1326	 147	17.3	  16.2013	 5.6454
10	 1672	 189	20.6	  15.9256	 6.1339
11	 1923	 186	20.8	  15.8883	 5.5887
12	 2050	 163	22.1	  15.7353	 7.0385
13	 2091	 136	22.6	  15.8332	 6.1975
14	 2246	 130	17.9	  16.0719	 5.8282
15	 2278	 131	17.8	  15.9404	 6.0839
16	 2493	 126	16.0	  15.9469	 5.5255
17	 2401	 138	15.8	  16.2010	 5.7382
18	 2808	 106	22.7	  15.8853	 5.9570
19	 3125	 128	20.4	  16.0495	 5.9040
20	 3156	 128	19.5	  15.2832	 6.0178
21	 3691	 124	21.7	  15.7428	 7.6587
22	 3670	 121	23.4	  16.1664	 6.2033
23	 3703	 120	21.8	  16.0555	 6.6361
24	 3850	 102	24.8	  16.0593	 6.4951
25	 4072	  90	20.0	  15.6877	 6.5814
26	 4302	  84	20.8	  15.7320	 6.6124
27	 4650	  85	16.2	  15.7407	 6.3834
28	 4734	  60	13.8	  16.2371	 6.4340
29	 4945	  56	12.1	  15.7700	 6.6539
30	    0	   0	 0.0	   0.0000	 0.0000
31	 5814	  37	18.1	  15.7584	 6.0484
32	 5775	  85	17.2	  15.9239	 5.7840
33	 6448	  51	16.9	  15.8251	 6.1985
34	 5986	  42	18.1	  15.8206	 6.9815
35	 5124	  13	23.4	  15.6868	 6.5562
36	 6344	  26	10.2	  15.9287	 7.2938
37	 6380	  53	10.9	  15.9239	 6.4278
38	    0	   0	 0.0	   0.0000	 0.0000
