order	maxcpp	nlines	contrast	RV	sig
-----	------	------	--------	--	---
 0	  553	 200	20.0	  15.3023	 6.2804
 1	  686	 199	16.4	  15.6671	 5.1911
 2	 1223	 218	21.8	  15.8200	 6.1092
 3	 1443	 206	22.1	  16.0011	 6.0342
 4	 1553	 210	19.9	  16.0782	 5.4586
 5	 1907	 214	21.3	  15.7192	 5.7566
 6	 2150	 197	23.9	  15.9180	 5.7042
 7	 2338	 181	23.8	  15.4348	 5.8551
 8	 2413	 178	20.9	  16.0397	 6.1123
 9	 2398	 147	17.3	  16.1312	 5.6332
10	 3048	 189	20.5	  15.7908	 6.1479
11	 3499	 186	20.9	  15.7147	 5.6019
12	 3750	 163	22.2	  15.6065	 7.0477
13	 3817	 136	22.8	  15.7547	 6.1865
14	 4116	 130	17.8	  16.0117	 5.9419
15	 4174	 131	17.9	  15.8029	 6.0465
16	 4569	 126	16.0	  15.8488	 5.6215
17	 4383	 138	16.0	  16.0473	 5.7804
18	 5143	 106	22.7	  15.8316	 6.0078
19	 5744	 128	20.6	  15.9147	 5.9720
20	 5787	 128	19.8	  15.2381	 6.0649
21	 6807	 124	22.0	  15.5802	 7.5728
22	 6727	 121	23.7	  16.0363	 6.2081
23	 6800	 120	22.1	  15.9441	 6.6228
24	 7044	 102	25.1	  15.9354	 6.4584
25	 7425	  90	20.2	  15.5706	 6.5846
26	 7856	  84	21.1	  15.6270	 6.7026
27	 8496	  85	16.2	  15.6658	 6.3972
28	 8560	  60	14.0	  16.1965	 6.3958
29	 8941	  56	12.2	  15.6667	 6.8312
30	    0	   0	 0.0	   0.0000	 0.0000
31	10410	  37	17.9	  15.5593	 6.2143
32	10284	  85	17.5	  15.7634	 5.7691
33	11466	  51	17.0	  15.7242	 6.2449
34	10573	  42	18.4	  15.7031	 6.8709
35	 9018	  13	23.5	  15.5081	 6.4881
36	11016	  26	10.2	  15.6916	 6.7879
37	11187	  53	10.9	  15.7773	 6.6010
38	    0	   0	 0.0	   0.0000	 0.0000
