order	maxcpp	nlines	contrast	RV	sig
-----	------	------	--------	--	---
 0	  134	 200	17.7	  15.6416	 6.0196
 1	  161	 199	14.6	  15.6813	 5.1719
 2	  281	 218	20.9	  16.1157	 6.2098
 3	  327	 206	21.2	  16.2889	 5.9197
 4	  349	 210	19.1	  16.4771	 5.4359
 5	  429	 214	21.3	  16.1005	 5.7565
 6	  485	 197	23.9	  16.1643	 5.7495
 7	  529	 181	23.3	  15.5769	 5.9438
 8	  548	 178	20.9	  16.3583	 6.1741
 9	  544	 147	17.2	  16.2781	 5.6437
10	  691	 189	20.5	  15.9337	 6.1407
11	  791	 186	20.7	  16.1880	 5.5781
12	  846	 163	21.9	  15.8246	 7.0499
13	  863	 136	22.3	  15.9795	 6.1593
14	  935	 130	17.7	  16.2913	 5.8184
15	  954	 131	17.4	  16.0331	 5.9419
16	 1052	 126	15.8	  16.0206	 5.4680
17	 1012	 138	15.6	  16.2869	 5.7935
18	 1183	 106	22.1	  15.9827	 6.0074
19	 1316	 128	20.1	  16.0588	 5.9303
20	 1332	 128	19.3	  15.5035	 6.0043
21	 1554	 124	21.4	  15.7808	 7.5412
22	 1544	 121	22.9	  16.2331	 6.2810
23	 1565	 120	21.6	  16.1663	 6.5483
24	 1618	 102	24.5	  16.1427	 6.4719
25	 1712	  90	19.8	  15.7314	 6.4801
26	 1804	  84	20.4	  15.8621	 6.6553
27	 1956	  85	15.8	  15.8702	 6.5691
28	 1965	  60	13.5	  16.4418	 6.3647
29	 2057	  56	11.5	  16.0397	 6.4954
30	    0	   0	 0.0	   0.0000	 0.0000
31	 2403	  37	17.3	  15.8996	 6.0902
32	 2369	  85	16.7	  16.0743	 5.7590
33	 2635	  51	16.7	  15.8121	 6.0898
34	 2440	  42	17.6	  15.8392	 7.0759
35	 2079	  13	22.6	  15.9714	 6.2778
36	 2550	  26	10.0	  15.8539	 6.9976
37	 2546	  53	10.3	  15.7849	 6.4471
38	    0	   0	 0.0	   0.0000	 0.0000
