order	maxcpp	nlines	contrast	RV	sig
-----	------	------	--------	--	---
 0	  174	 200	17.2	  15.2506	 6.5384
 1	  210	 199	15.8	  15.7607	 5.3046
 2	  371	 218	21.9	  15.9620	 6.1502
 3	  435	 206	21.3	  16.1747	 5.9449
 4	  463	 210	19.7	  16.3057	 5.4213
 5	  572	 214	21.4	  15.9432	 5.7024
 6	  645	 197	24.1	  16.0442	 5.6759
 7	  701	 181	23.6	  15.4902	 5.8451
 8	  724	 178	20.8	  16.2207	 6.2801
 9	  715	 147	17.6	  16.1883	 5.6977
10	  910	 189	20.3	  16.0473	 6.1302
11	 1041	 186	20.9	  15.8536	 5.4673
12	 1108	 163	21.9	  15.7498	 7.1070
13	 1130	 136	22.2	  15.8409	 6.2491
14	 1222	 130	17.5	  16.0758	 5.8608
15	 1236	 131	17.6	  15.8833	 6.0740
16	 1360	 126	15.5	  15.9924	 5.6941
17	 1308	 138	15.5	  16.2427	 5.7389
18	 1520	 106	22.2	  15.9084	 6.0066
19	 1691	 128	20.4	  16.0008	 5.8887
20	 1707	 128	19.4	  15.3357	 6.0331
21	 1991	 124	21.7	  15.7578	 7.5287
22	 1962	 121	23.1	  16.1715	 6.2790
23	 1984	 120	21.7	  16.0630	 6.6128
24	 2056	 102	24.7	  16.0520	 6.4690
25	 2156	  90	19.8	  15.7286	 6.5791
26	 2278	  84	20.7	  15.8159	 6.5944
27	 2452	  85	16.0	  15.7798	 6.3932
28	 2464	  60	13.6	  16.5495	 6.4274
29	 2564	  56	11.6	  15.8349	 6.9033
30	    0	   0	 0.0	   0.0000	 0.0000
31	 2991	  37	17.6	  15.6469	 6.0184
32	 2948	  85	16.9	  15.9651	 5.7654
33	 3290	  51	16.6	  15.9251	 6.1355
34	 3049	  42	17.5	  15.8427	 6.9903
35	 2590	  13	23.0	  15.7522	 6.2589
36	 3169	  26	 9.8	  15.7037	 7.0461
37	 3173	  53	10.7	  16.0084	 6.4003
38	    0	   0	 0.0	   0.0000	 0.0000
