order	maxcpp	nlines	contrast	RV	sig
-----	------	------	--------	--	---
 0	  132	 200	16.7	  15.0674	 6.3695
 1	  158	 199	14.9	  15.7916	 5.4001
 2	  271	 218	21.1	  15.8103	 6.2983
 3	  316	 206	21.1	  16.1097	 5.9800
 4	  340	 210	19.8	  16.1558	 5.3257
 5	  415	 214	21.3	  15.8304	 5.6871
 6	  469	 197	23.9	  15.9446	 5.5973
 7	  512	 181	23.7	  15.4958	 5.8870
 8	  526	 178	20.7	  16.1477	 6.2144
 9	  526	 147	17.3	  16.2594	 5.8795
10	  669	 189	20.7	  15.9503	 6.0942
11	  768	 186	20.9	  15.8407	 5.6126
12	  824	 163	22.2	  15.6719	 7.1325
13	  837	 136	22.5	  15.7946	 6.1538
14	  903	 130	17.6	  16.0175	 5.7927
15	  921	 131	17.4	  15.8936	 6.1853
16	 1015	 126	15.9	  15.9776	 5.4070
17	  973	 138	15.6	  16.1587	 5.7486
18	 1137	 106	22.1	  15.9131	 5.9531
19	 1260	 128	19.8	  16.0476	 5.9374
20	 1273	 128	19.2	  15.3275	 6.0442
21	 1482	 124	21.5	  15.7177	 7.6309
22	 1467	 121	23.0	  16.1255	 6.1845
23	 1488	 120	21.7	  16.0965	 6.5603
24	 1538	 102	24.6	  16.0182	 6.4483
25	 1620	  90	19.9	  15.5787	 6.5810
26	 1710	  84	20.7	  15.7881	 6.6814
27	 1833	  85	15.8	  15.7521	 6.3620
28	 1847	  60	13.7	  16.5110	 6.5179
29	 1926	  56	11.6	  15.9768	 6.7966
30	    0	   0	 0.0	   0.0000	 0.0000
31	 2250	  37	17.4	  15.6833	 6.0872
32	 2228	  85	16.9	  15.8784	 5.9072
33	 2474	  51	16.6	  15.7629	 6.1559
34	 2295	  42	17.5	  15.8889	 6.8057
35	 1967	  13	22.4	  15.6987	 6.5613
36	 2419	  26	 9.4	  15.9898	 6.7196
37	 2412	  53	10.2	  15.9369	 6.3684
38	    0	   0	 0.0	   0.0000	 0.0000
