order	maxcpp	nlines	contrast	RV	sig
-----	------	------	--------	--	---
 0	  151	 200	16.2	  15.2584	 6.6659
 1	  180	 199	13.4	  16.1200	 5.4435
 2	  300	 218	20.6	  16.0315	 6.1106
 3	  349	 206	20.5	  16.2232	 5.8806
 4	  372	 210	19.0	  16.3182	 5.4450
 5	  455	 214	20.6	  15.9691	 5.5979
 6	  511	 197	23.0	  16.1765	 5.6931
 7	  557	 181	22.7	  15.8469	 5.9846
 8	  569	 178	19.9	  16.1781	 6.1468
 9	  566	 147	16.9	  16.3511	 5.7637
10	  720	 189	20.2	  16.0433	 6.1163
11	  825	 186	20.2	  16.0548	 5.6360
12	  872	 163	21.8	  15.9628	 7.0148
13	  890	 136	22.2	  16.0313	 6.1140
14	  960	 130	17.1	  16.3110	 5.9986
15	  977	 131	17.2	  16.0115	 6.1645
16	 1075	 126	15.1	  16.1950	 5.6628
17	 1035	 138	15.6	  16.3705	 5.6929
18	 1208	 106	21.8	  16.0491	 6.1814
19	 1339	 128	19.9	  16.1793	 5.8896
20	 1349	 128	18.9	  15.5335	 5.9271
21	 1569	 124	21.2	  15.9206	 7.6466
22	 1555	 121	22.8	  16.2734	 6.2328
23	 1576	 120	21.3	  16.2831	 6.5980
24	 1628	 102	24.3	  16.1399	 6.5035
25	 1717	  90	19.8	  15.8300	 6.5857
26	 1815	  84	20.0	  15.8794	 6.7802
27	 1950	  85	15.8	  15.9527	 6.3708
28	 1966	  60	13.5	  16.3974	 6.2399
29	 2058	  56	11.6	  15.9852	 6.6473
30	    0	   0	 0.0	   0.0000	 0.0000
31	 2393	  37	17.1	  15.6921	 6.2497
32	 2362	  85	16.8	  16.0776	 5.7997
33	 2634	  51	16.5	  15.9823	 6.0187
34	 2432	  42	17.3	  15.9363	 6.9282
35	 2082	  13	22.4	  15.7198	 6.5114
36	 2548	  26	10.3	  15.6465	 6.7546
37	 2558	  53	10.2	  16.2633	 6.4996
38	    0	   0	 0.0	   0.0000	 0.0000
