order	maxcpp	nlines	contrast	RV	sig
-----	------	------	--------	--	---
 0	  172	 200	19.1	  15.4313	 6.1778
 1	  209	 199	15.0	  15.8143	 5.3164
 2	  367	 218	21.7	  15.8171	 6.1577
 3	  426	 206	21.9	  16.2097	 5.9192
 4	  456	 210	20.0	  16.2487	 5.4510
 5	  561	 214	21.6	  15.8552	 5.7256
 6	  630	 197	24.1	  16.0717	 5.6262
 7	  689	 181	23.8	  15.6199	 5.8705
 8	  709	 178	20.9	  16.1612	 6.1304
 9	  704	 147	17.3	  16.1899	 5.6282
10	  890	 189	20.5	  15.8808	 6.0012
11	 1022	 186	20.8	  15.9325	 5.6334
12	 1086	 163	22.2	  15.7801	 7.0301
13	 1104	 136	22.3	  15.9522	 6.2486
14	 1190	 130	17.4	  16.0773	 5.8626
15	 1203	 131	17.5	  15.9767	 6.0345
16	 1327	 126	15.7	  16.0355	 5.5632
17	 1277	 138	15.6	  16.2218	 5.7960
18	 1488	 106	22.4	  15.8917	 5.9809
19	 1650	 128	20.3	  16.0457	 5.8966
20	 1658	 128	19.5	  15.3996	 6.0901
21	 1927	 124	21.6	  15.7976	 7.5375
22	 1908	 121	23.4	  16.1991	 6.1375
23	 1930	 120	21.6	  16.0562	 6.6223
24	 1995	 102	24.6	  16.0805	 6.5048
25	 2094	  90	19.9	  15.7274	 6.6188
26	 2234	  84	20.5	  15.8063	 6.6868
27	 2378	  85	16.1	  15.9329	 6.3741
28	 2400	  60	13.7	  16.3811	 6.2662
29	 2502	  56	11.6	  15.9113	 6.9526
30	    0	   0	 0.0	   0.0000	 0.0000
31	 2915	  37	17.4	  15.7297	 6.0758
32	 2883	  85	16.7	  15.9549	 5.8246
33	 3191	  51	16.7	  15.9322	 6.1238
34	 2946	  42	17.8	  15.8037	 6.7638
35	 2530	  13	23.0	  15.7974	 6.2172
36	 3072	  26	 9.7	  15.8515	 7.1229
37	 3078	  53	10.4	  16.1309	 6.4001
38	    0	   0	 0.0	   0.0000	 0.0000
