order	maxcpp	nlines	contrast	RV	sig
-----	------	------	--------	--	---
 0	  153	 200	17.3	  15.3780	 6.3843
 1	  185	 199	15.2	  15.7732	 4.8667
 2	  322	 218	21.6	  16.1406	 6.0385
 3	  379	 206	21.7	  16.2140	 6.0477
 4	  407	 210	19.8	  16.3787	 5.4713
 5	  497	 214	21.3	  15.8311	 5.6860
 6	  564	 197	23.5	  15.9658	 5.7206
 7	  614	 181	23.7	  15.6462	 5.8843
 8	  631	 178	21.0	  16.0258	 6.0829
 9	  632	 147	17.6	  16.2359	 5.7440
10	  800	 189	20.4	  15.8897	 6.1548
11	  920	 186	20.5	  15.8967	 5.5891
12	  981	 163	22.3	  15.8001	 6.9728
13	 1001	 136	22.4	  15.8795	 6.1866
14	 1079	 130	17.6	  16.0413	 5.9661
15	 1096	 131	17.7	  16.0075	 6.0512
16	 1211	 126	15.6	  16.1039	 5.6078
17	 1169	 138	15.8	  16.2091	 5.7755
18	 1360	 106	22.1	  15.9128	 6.0411
19	 1508	 128	20.3	  16.0641	 5.9117
20	 1522	 128	19.2	  15.4360	 5.9966
21	 1782	 124	21.6	  15.8080	 7.5771
22	 1763	 121	23.2	  16.1195	 6.2424
23	 1777	 120	21.8	  16.0599	 6.6136
24	 1843	 102	24.6	  16.0908	 6.4299
25	 1938	  90	19.9	  15.6995	 6.6125
26	 2043	  84	20.7	  15.8696	 6.5863
27	 2194	  85	16.0	  15.8341	 6.2834
28	 2215	  60	13.6	  16.4043	 6.4031
29	 2327	  56	11.7	  15.8115	 6.9257
30	    0	   0	 0.0	   0.0000	 0.0000
31	 2700	  37	17.5	  15.7435	 6.1561
32	 2671	  85	16.6	  15.9665	 5.9474
33	 2972	  51	16.5	  15.7865	 6.0949
34	 2741	  42	17.9	  15.7478	 6.8430
35	 2366	  13	22.8	  15.8205	 6.7057
36	 2872	  26	 9.5	  15.8418	 6.9347
37	 2877	  53	10.6	  16.0946	 6.6000
38	    0	   0	 0.0	   0.0000	 0.0000
