order	maxcpp	nlines	contrast	RV	sig
-----	------	------	--------	--	---
 0	  179	 200	18.3	  15.3993	 6.4373
 1	  215	 199	14.8	  15.7628	 5.2872
 2	  383	 218	21.4	  15.9803	 6.2523
 3	  447	 206	21.8	  16.2276	 6.0622
 4	  483	 210	19.8	  16.1555	 5.3776
 5	  592	 214	21.9	  15.8235	 5.5762
 6	  671	 197	23.5	  15.9582	 5.7499
 7	  729	 181	23.9	  15.5798	 5.8358
 8	  751	 178	20.8	  16.2312	 6.1067
 9	  749	 147	17.1	  16.3270	 5.5196
10	  951	 189	20.4	  15.8535	 6.0366
11	 1090	 186	20.6	  15.8907	 5.6029
12	 1164	 163	22.0	  15.7581	 7.0328
13	 1185	 136	22.3	  15.9058	 6.2673
14	 1280	 130	17.4	  16.0489	 5.9917
15	 1302	 131	17.5	  15.8916	 6.0480
16	 1428	 126	15.5	  16.0011	 5.6616
17	 1378	 138	15.8	  16.1225	 5.7225
18	 1611	 106	22.3	  15.8559	 6.0316
19	 1783	 128	20.3	  15.9664	 5.9214
20	 1802	 128	19.5	  15.3678	 6.1106
21	 2109	 124	21.8	  15.7224	 7.4997
22	 2086	 121	23.4	  16.1525	 6.2166
23	 2109	 120	21.8	  16.0612	 6.5818
24	 2184	 102	24.6	  16.0517	 6.5098
25	 2293	  90	19.8	  15.6917	 6.6004
26	 2422	  84	20.5	  15.7564	 6.6674
27	 2600	  85	16.0	  15.6881	 6.4367
28	 2623	  60	13.8	  16.4276	 6.3589
29	 2757	  56	12.0	  15.7786	 6.7252
30	    0	   0	 0.0	   0.0000	 0.0000
31	 3194	  37	17.5	  15.8284	 6.0473
32	 3156	  85	16.8	  15.9173	 5.8530
33	 3503	  51	16.6	  15.8721	 6.2118
34	 3245	  42	17.5	  15.8367	 6.8783
35	 2781	  13	23.7	  15.6371	 6.2449
36	 3424	  26	 9.9	  16.0098	 6.8981
37	 3390	  53	10.3	  16.0039	 6.3347
38	    0	   0	 0.0	   0.0000	 0.0000
