order	maxcpp	nlines	contrast	RV	sig
-----	------	------	--------	--	---
 0	  170	 200	18.0	  15.6862	 6.2977
 1	  208	 199	14.6	  15.6632	 5.4502
 2	  367	 218	21.5	  16.0378	 6.1503
 3	  427	 206	21.7	  16.2273	 5.9914
 4	  457	 210	19.7	  16.2763	 5.4651
 5	  561	 214	21.3	  15.8806	 5.7334
 6	  633	 197	24.0	  16.0553	 5.6822
 7	  690	 181	23.9	  15.6242	 5.8675
 8	  713	 178	20.7	  16.1815	 6.1446
 9	  704	 147	17.3	  16.3090	 5.6104
10	  897	 189	20.5	  15.9764	 6.0737
11	 1022	 186	21.0	  15.9115	 5.5949
12	 1093	 163	22.1	  15.7061	 7.0658
13	 1109	 136	22.3	  15.9179	 6.1313
14	 1194	 130	17.7	  16.0488	 5.8674
15	 1214	 131	17.3	  15.9463	 6.1008
16	 1332	 126	15.7	  15.9914	 5.5704
17	 1279	 138	15.7	  16.1644	 5.7845
18	 1495	 106	22.4	  15.9343	 5.9686
19	 1658	 128	20.2	  16.0044	 5.9254
20	 1675	 128	19.3	  15.3738	 5.9798
21	 1948	 124	21.7	  15.7630	 7.6532
22	 1924	 121	23.2	  16.1453	 6.1786
23	 1949	 120	21.7	  16.0500	 6.5573
24	 2020	 102	24.8	  15.9981	 6.4555
25	 2112	  90	19.9	  15.7170	 6.5740
26	 2237	  84	20.3	  15.8011	 6.7164
27	 2400	  85	16.0	  15.8749	 6.3695
28	 2420	  60	13.7	  16.4073	 6.3157
29	 2527	  56	11.5	  15.7669	 7.0234
30	    0	   0	 0.0	   0.0000	 0.0000
31	 2945	  37	17.6	  15.7408	 6.1196
32	 2907	  85	16.8	  15.9207	 5.7740
33	 3225	  51	16.5	  15.8208	 6.0890
34	 2982	  42	17.8	  15.7811	 6.7711
35	 2566	  13	22.7	  15.6608	 6.2856
36	 3109	  26	 9.9	  16.1163	 7.0840
37	 3122	  53	10.6	  15.7923	 6.3019
38	    0	   0	 0.0	   0.0000	 0.0000
