order	maxcpp	nlines	contrast	RV	sig
-----	------	------	--------	--	---
 0	  169	 200	17.6	  15.3774	 6.1631
 1	  206	 199	15.3	  15.6832	 5.3902
 2	  362	 218	21.2	  15.9961	 6.2967
 3	  420	 206	21.9	  16.1963	 5.9358
 4	  449	 210	19.4	  16.3401	 5.4029
 5	  553	 214	21.6	  15.8820	 5.6194
 6	  622	 197	23.9	  16.0371	 5.6476
 7	  677	 181	23.9	  15.5583	 5.9086
 8	  698	 178	21.1	  16.0861	 6.1319
 9	  691	 147	17.4	  16.1561	 5.5776
10	  879	 189	20.6	  15.8889	 6.0747
11	 1003	 186	20.8	  15.8678	 5.6011
12	 1071	 163	21.9	  15.7971	 7.1344
13	 1087	 136	22.2	  15.8793	 6.1928
14	 1173	 130	17.5	  16.1583	 5.9417
15	 1192	 131	17.3	  15.9793	 6.1158
16	 1306	 126	15.7	  15.9787	 5.5891
17	 1258	 138	15.7	  16.2106	 5.7576
18	 1462	 106	22.4	  15.9160	 5.9291
19	 1624	 128	20.3	  16.0012	 5.8607
20	 1637	 128	19.5	  15.4230	 6.0822
21	 1910	 124	21.7	  15.7821	 7.6287
22	 1887	 121	23.1	  16.1603	 6.2330
23	 1904	 120	21.7	  16.0473	 6.5756
24	 1968	 102	24.6	  16.1031	 6.4739
25	 2082	  90	19.7	  15.6558	 6.6294
26	 2183	  84	20.9	  15.8118	 6.7888
27	 2358	  85	16.0	  15.7814	 6.4296
28	 2371	  60	13.8	  16.4221	 6.3369
29	 2484	  56	11.8	  15.9552	 6.9455
30	    0	   0	 0.0	   0.0000	 0.0000
31	 2883	  37	17.3	  15.7561	 6.1558
32	 2841	  85	16.8	  15.9636	 5.6972
33	 3159	  51	16.3	  15.8488	 6.2242
34	 2919	  42	17.7	  15.8701	 6.9335
35	 2498	  13	23.1	  15.9206	 6.2809
36	 3039	  26	 9.9	  16.1380	 6.8973
37	 3053	  53	10.5	  16.1612	 6.3857
38	    0	   0	 0.0	   0.0000	 0.0000
