order	maxcpp	nlines	contrast	RV	sig
-----	------	------	--------	--	---
 0	  241	 200	19.7	  15.3848	 6.2151
 1	  293	 199	16.1	  15.8132	 5.2226
 2	  526	 218	21.6	  16.0180	 6.1512
 3	  614	 206	21.9	  16.2293	 6.0195
 4	  659	 210	19.9	  16.2454	 5.3607
 5	  808	 214	21.4	  15.7899	 5.6110
 6	  907	 197	23.6	  16.0418	 5.7244
 7	  985	 181	23.7	  15.6066	 5.8626
 8	 1014	 178	21.1	  16.2016	 5.9698
 9	 1014	 147	17.1	  16.2465	 5.6418
10	 1274	 189	20.7	  15.8716	 6.1456
11	 1456	 186	20.7	  15.8609	 5.6299
12	 1554	 163	22.1	  15.7712	 7.0031
13	 1580	 136	22.4	  15.8208	 6.1369
14	 1694	 130	17.8	  16.0736	 5.8665
15	 1721	 131	17.7	  16.0578	 6.0473
16	 1881	 126	15.9	  16.0177	 5.6035
17	 1806	 138	15.8	  16.2232	 5.7476
18	 2110	 106	22.4	  15.9723	 6.0089
19	 2338	 128	20.3	  16.0628	 5.9892
20	 2356	 128	19.4	  15.4308	 6.0656
21	 2741	 124	21.7	  15.7967	 7.5071
22	 2705	 121	23.3	  16.1652	 6.1561
23	 2732	 120	21.8	  16.1667	 6.5846
24	 2816	 102	24.8	  16.0529	 6.4393
25	 2965	  90	19.9	  15.6566	 6.6277
26	 3116	  84	20.6	  15.8496	 6.6427
27	 3346	  85	16.1	  15.8189	 6.3969
28	 3377	  60	13.5	  16.5485	 6.3509
29	 3521	  56	11.8	  15.8900	 6.7100
30	    0	   0	 0.0	   0.0000	 0.0000
31	 4082	  37	17.6	  15.7686	 6.1135
32	 4023	  85	17.0	  16.0324	 5.7951
33	 4466	  51	16.6	  15.8073	 6.2265
34	 4123	  42	17.7	  15.7554	 6.8045
35	 3529	  13	23.0	  15.8078	 6.4996
36	 4327	  26	10.0	  15.9008	 6.9008
37	 4288	  53	10.5	  16.1059	 6.4562
38	    0	   0	 0.0	   0.0000	 0.0000
