order	maxcpp	nlines	contrast	RV	sig
-----	------	------	--------	--	---
 0	  156	 200	17.4	  15.4525	 6.6272
 1	  189	 199	15.3	  15.6080	 5.0950
 2	  334	 218	21.6	  15.8895	 6.1913
 3	  389	 206	21.8	  16.2232	 5.8747
 4	  420	 210	19.7	  16.1199	 5.4626
 5	  515	 214	21.4	  15.8214	 5.7178
 6	  584	 197	23.5	  16.0621	 5.6878
 7	  632	 181	23.7	  15.5607	 5.8498
 8	  655	 178	20.9	  16.2297	 6.2166
 9	  650	 147	17.3	  16.1375	 5.6074
10	  827	 189	20.6	  15.9191	 6.0654
11	  946	 186	20.9	  15.8412	 5.5708
12	 1012	 163	22.1	  15.7798	 7.0811
13	 1028	 136	22.1	  15.8487	 6.0477
14	 1113	 130	17.8	  16.0695	 5.8077
15	 1130	 131	17.4	  15.9632	 6.0392
16	 1249	 126	15.5	  16.0746	 5.6074
17	 1199	 138	15.4	  16.1843	 5.9136
18	 1396	 106	22.2	  15.8748	 6.0093
19	 1559	 128	20.3	  15.9973	 5.8582
20	 1575	 128	19.2	  15.3897	 6.0716
21	 1825	 124	21.7	  15.7448	 7.5397
22	 1814	 121	23.1	  16.1946	 6.2208
23	 1828	 120	21.7	  16.0403	 6.6053
24	 1894	 102	24.6	  16.0297	 6.4772
25	 1989	  90	19.7	  15.7417	 6.5338
26	 2096	  84	20.4	  15.8458	 6.5800
27	 2253	  85	16.0	  15.8509	 6.5178
28	 2272	  60	13.5	  16.2866	 6.3487
29	 2389	  56	11.8	  15.8997	 6.9265
30	    0	   0	 0.0	   0.0000	 0.0000
31	 2757	  37	17.5	  15.7647	 6.0540
32	 2733	  85	16.6	  15.8485	 5.7652
33	 3042	  51	16.5	  15.7847	 6.2724
34	 2805	  42	17.8	  15.7875	 6.8832
35	 2437	  13	22.6	  15.5884	 6.8800
36	 2943	  26	10.0	  15.6636	 6.8494
37	 2940	  53	10.6	  16.0621	 6.4109
38	    0	   0	 0.0	   0.0000	 0.0000
