order	maxcpp	nlines	contrast	RV	sig
-----	------	------	--------	--	---
 0	  141	 200	18.5	  15.4685	 6.2546
 1	  172	 199	14.5	  15.6333	 5.2076
 2	  298	 218	21.5	  16.1493	 6.1105
 3	  345	 206	21.6	  16.2466	 5.9350
 4	  371	 210	19.1	  16.2945	 5.6231
 5	  454	 214	20.9	  15.9171	 5.8230
 6	  509	 197	23.8	  16.0142	 5.6709
 7	  552	 181	23.7	  15.6142	 5.8597
 8	  571	 178	21.1	  16.2376	 5.9722
 9	  564	 147	17.4	  16.1720	 5.5193
10	  718	 189	20.5	  16.0331	 6.1430
11	  820	 186	21.0	  16.0856	 5.5166
12	  874	 163	22.3	  15.8458	 6.9701
13	  888	 136	22.3	  15.9053	 6.1953
14	  958	 130	17.5	  16.1642	 6.1136
15	  977	 131	17.3	  15.9337	 6.0541
16	 1070	 126	15.9	  16.1700	 5.5345
17	 1028	 138	16.0	  16.1588	 5.6848
18	 1202	 106	22.0	  15.9785	 6.0417
19	 1332	 128	20.1	  16.0735	 5.9410
20	 1342	 128	19.5	  15.4617	 5.9813
21	 1558	 124	21.6	  15.7543	 7.8342
22	 1541	 121	23.2	  16.2467	 6.1709
23	 1555	 120	21.5	  16.1262	 6.5874
24	 1607	 102	24.6	  16.0906	 6.3504
25	 1693	  90	19.3	  15.8574	 6.7039
26	 1783	  84	20.7	  15.9398	 6.6518
27	 1916	  85	15.9	  15.7376	 6.4701
28	 1932	  60	13.6	  16.3582	 6.4017
29	 2005	  56	11.9	  15.8997	 6.7402
30	    0	   0	 0.0	   0.0000	 0.0000
31	 2315	  37	17.5	  15.8707	 6.1326
32	 2291	  85	17.0	  16.0334	 5.7530
33	 2542	  51	16.8	  16.0020	 6.1652
34	 2331	  42	17.6	  15.8546	 6.9382
35	 2000	  13	22.6	  15.6737	 6.5994
36	 2415	  26	 9.9	  15.7976	 6.5545
37	 2420	  53	10.4	  15.9990	 6.3553
38	    0	   0	 0.0	   0.0000	 0.0000
