order	maxcpp	nlines	contrast	RV	sig
-----	------	------	--------	--	---
 0	  174	 200	18.2	  15.4839	 6.2048
 1	  210	 199	15.3	  15.6808	 5.4975
 2	  370	 218	21.7	  15.9268	 6.2567
 3	  431	 206	21.8	  16.1423	 6.1345
 4	  463	 210	19.7	  16.2519	 5.5023
 5	  567	 214	21.4	  15.8598	 5.7111
 6	  638	 197	24.0	  16.1068	 5.6315
 7	  694	 181	23.6	  15.5935	 5.9146
 8	  716	 178	21.3	  16.2084	 6.0247
 9	  714	 147	17.3	  16.2606	 5.6196
10	  900	 189	20.6	  15.8837	 6.1648
11	 1028	 186	20.8	  15.8466	 5.5802
12	 1095	 163	21.8	  15.8302	 7.0622
13	 1116	 136	21.9	  15.9227	 6.2139
14	 1200	 130	17.5	  16.1512	 5.9419
15	 1219	 131	17.6	  15.9350	 6.0260
16	 1337	 126	15.5	  15.9781	 5.6668
17	 1284	 138	15.7	  16.1195	 5.7618
18	 1496	 106	22.2	  15.8577	 5.9591
19	 1663	 128	20.4	  16.0364	 5.9116
20	 1680	 128	19.3	  15.3923	 6.1330
21	 1957	 124	21.7	  15.7632	 7.6434
22	 1933	 121	23.1	  16.0819	 6.1942
23	 1956	 120	21.5	  16.1029	 6.6934
24	 2020	 102	24.4	  15.9951	 6.4912
25	 2123	  90	19.9	  15.6884	 6.5569
26	 2241	  84	20.5	  15.8116	 6.6813
27	 2408	  85	15.9	  15.7331	 6.4533
28	 2434	  60	13.7	  16.4153	 6.4843
29	 2547	  56	11.8	  15.8578	 6.7168
30	    0	   0	 0.0	   0.0000	 0.0000
31	 2943	  37	17.5	  15.7095	 6.0533
32	 2914	  85	16.7	  15.9736	 5.6799
33	 3238	  51	16.6	  15.9309	 6.1052
34	 2982	  42	17.6	  15.7878	 6.9405
35	 2568	  13	23.7	  15.7955	 6.4769
36	 3127	  26	10.0	  15.8187	 6.7181
37	 3120	  53	10.4	  15.8789	 6.4307
38	    0	   0	 0.0	   0.0000	 0.0000
