order	maxcpp	nlines	contrast	RV	sig
-----	------	------	--------	--	---
 0	  170	 200	18.3	  15.6329	 6.1476
 1	  208	 199	15.4	  15.7468	 5.0133
 2	  363	 218	21.5	  15.9804	 6.1461
 3	  425	 206	21.6	  16.0088	 6.1379
 4	  459	 210	19.9	  16.2260	 5.4863
 5	  564	 214	21.5	  15.8057	 5.7187
 6	  635	 197	23.9	  16.0460	 5.6521
 7	  693	 181	23.9	  15.5634	 5.8585
 8	  713	 178	21.1	  16.1346	 6.0666
 9	  710	 147	17.6	  16.2489	 5.4491
10	  900	 189	20.2	  15.8831	 6.1628
11	 1033	 186	20.8	  15.8745	 5.6375
12	 1103	 163	21.9	  15.7369	 7.1509
13	 1124	 136	22.2	  15.8891	 6.2188
14	 1210	 130	17.5	  16.0676	 5.9332
15	 1229	 131	17.3	  15.9241	 6.1005
16	 1349	 126	15.6	  15.9553	 5.5939
17	 1300	 138	15.9	  16.1648	 5.7468
18	 1517	 106	22.2	  15.8815	 5.9777
19	 1685	 128	20.4	  15.9826	 5.8761
20	 1696	 128	19.4	  15.3476	 6.0688
21	 1979	 124	21.7	  15.6885	 7.5279
22	 1963	 121	23.3	  16.0984	 6.1680
23	 1983	 120	21.8	  16.0582	 6.6232
24	 2046	 102	24.4	  16.0071	 6.4466
25	 2156	  90	19.9	  15.7232	 6.5240
26	 2267	  84	20.6	  15.8078	 6.6232
27	 2446	  85	16.2	  15.8168	 6.4871
28	 2452	  60	13.6	  16.5097	 6.3131
29	 2572	  56	11.8	  15.9284	 6.9586
30	    0	   0	 0.0	   0.0000	 0.0000
31	 2976	  37	17.6	  15.7674	 6.1992
32	 2948	  85	16.8	  15.9424	 5.8317
33	 3283	  51	16.3	  15.8227	 6.1728
34	 3028	  42	17.5	  15.7988	 6.8001
35	 2591	  13	22.9	  15.5703	 6.4081
36	 3170	  26	 9.8	  15.8069	 6.7179
37	 3185	  53	10.3	  15.8872	 6.5317
38	    0	   0	 0.0	   0.0000	 0.0000
