order	maxcpp	nlines	contrast	RV	sig
-----	------	------	--------	--	---
 0	  228	 200	18.8	  15.4082	 6.3735
 1	  279	 199	15.9	  15.7329	 5.4282
 2	  500	 218	21.7	  15.7994	 6.2541
 3	  587	 206	21.9	  16.0878	 6.0811
 4	  629	 210	19.8	  16.1656	 5.4567
 5	  769	 214	21.4	  15.8524	 5.6448
 6	  870	 197	23.6	  15.9783	 5.8000
 7	  943	 181	23.8	  15.5584	 5.8677
 8	  970	 178	20.7	  16.1148	 6.1283
 9	  962	 147	17.3	  16.2552	 5.4998
10	 1212	 189	20.3	  15.8928	 6.2136
11	 1390	 186	20.6	  15.7628	 5.6281
12	 1477	 163	22.1	  15.7285	 7.0707
13	 1502	 136	22.2	  15.7684	 6.2839
14	 1609	 130	17.5	  16.0660	 5.9117
15	 1633	 131	17.5	  15.9522	 6.0091
16	 1787	 126	16.0	  15.8994	 5.5829
17	 1710	 138	15.6	  16.2828	 5.7975
18	 2003	 106	22.6	  15.8767	 6.0367
19	 2211	 128	20.2	  15.9965	 5.9937
20	 2225	 128	19.6	  15.3226	 5.9368
21	 2598	 124	21.6	  15.6798	 7.6125
22	 2577	 121	23.3	  16.1150	 6.1889
23	 2596	 120	21.6	  16.0189	 6.5754
24	 2675	 102	24.5	  15.9510	 6.4796
25	 2818	  90	19.9	  15.6078	 6.5599
26	 2971	  84	20.6	  15.7589	 6.7144
27	 3197	  85	15.9	  15.7222	 6.3928
28	 3208	  60	13.4	  16.2216	 6.4144
29	 3374	  56	11.8	  15.6918	 6.7126
30	    0	   0	 0.0	   0.0000	 0.0000
31	 3881	  37	17.3	  15.7451	 6.3169
32	 3842	  85	16.7	  15.8202	 5.8876
33	 4286	  51	16.7	  15.8883	 6.1326
34	 3914	  42	17.3	  15.6507	 7.0992
35	 3392	  13	22.7	  15.4643	 6.6727
36	 4083	  26	10.0	  15.5892	 6.9805
37	 4094	  53	10.6	  15.8592	 6.5486
38	    0	   0	 0.0	   0.0000	 0.0000
