order	maxcpp	nlines	contrast	RV	sig
-----	------	------	--------	--	---
 0	  139	 200	17.3	  15.5171	 6.5339
 1	  169	 199	14.2	  15.9468	 5.3079
 2	  294	 218	21.4	  15.8943	 6.0553
 3	  344	 206	21.3	  16.1333	 5.9975
 4	  369	 210	19.5	  16.2434	 5.5426
 5	  455	 214	21.0	  15.8690	 5.7202
 6	  512	 197	23.7	  15.9577	 5.6223
 7	  559	 181	23.5	  15.5922	 5.8711
 8	  576	 178	21.1	  16.0864	 6.1826
 9	  577	 147	16.9	  16.2359	 5.7589
10	  732	 189	20.4	  15.9823	 6.2513
11	  838	 186	20.6	  15.8626	 5.6149
12	  895	 163	21.8	  15.7517	 6.9799
13	  910	 136	22.2	  15.7920	 6.2247
14	  986	 130	17.6	  16.0818	 5.9576
15	 1003	 131	17.3	  15.9716	 6.0638
16	 1107	 126	15.5	  15.8696	 5.5826
17	 1067	 138	15.7	  16.2989	 5.7210
18	 1241	 106	22.0	  15.9702	 6.0341
19	 1377	 128	20.1	  16.0468	 5.9000
20	 1391	 128	19.1	  15.3643	 6.1106
21	 1622	 124	21.5	  15.7623	 7.6366
22	 1601	 121	23.1	  16.0402	 6.2444
23	 1619	 120	21.6	  16.0592	 6.6113
24	 1676	 102	24.4	  16.0255	 6.4609
25	 1765	  90	19.7	  15.7801	 6.6459
26	 1864	  84	20.5	  15.8871	 6.6845
27	 2002	  85	15.9	  15.7203	 6.4317
28	 2015	  60	13.6	  16.4236	 6.0915
29	 2113	  56	11.7	  15.8361	 7.2071
30	    0	   0	 0.0	   0.0000	 0.0000
31	 2458	  37	17.4	  15.7559	 6.2151
32	 2430	  85	17.0	  15.9376	 5.7722
33	 2703	  51	16.7	  15.8383	 6.1129
34	 2506	  42	17.6	  15.8108	 6.6795
35	 2159	  13	21.7	  15.8032	 6.3109
36	 2628	  26	 9.9	  15.6761	 7.1007
37	 2632	  53	10.5	  16.0819	 6.1007
38	    0	   0	 0.0	   0.0000	 0.0000
