order	maxcpp	nlines	contrast	RV	sig
-----	------	------	--------	--	---
 0	  142	 200	18.0	  15.4280	 6.0244
 1	  168	 199	14.6	  15.5642	 5.7401
 2	  294	 218	21.4	  15.7731	 6.2498
 3	  344	 206	21.8	  16.0544	 5.8248
 4	  367	 210	20.0	  16.2608	 5.4164
 5	  453	 214	21.2	  15.8818	 5.7637
 6	  513	 197	23.9	  16.0195	 5.6870
 7	  558	 181	23.7	  15.5146	 5.8630
 8	  569	 178	21.0	  16.0847	 6.0333
 9	  569	 147	17.6	  16.0325	 5.6406
10	  721	 189	20.6	  15.8461	 6.1191
11	  827	 186	21.2	  15.7911	 5.5779
12	  877	 163	21.9	  15.7630	 7.0067
13	  892	 136	22.7	  15.8128	 6.2171
14	  958	 130	17.6	  16.0546	 5.7664
15	  974	 131	17.5	  15.7519	 6.1438
16	 1073	 126	15.6	  15.9659	 5.5994
17	 1029	 138	15.7	  16.1392	 5.7968
18	 1199	 106	22.4	  15.8102	 6.0297
19	 1331	 128	20.2	  15.9353	 5.9549
20	 1343	 128	19.4	  15.2907	 6.0448
21	 1568	 124	21.4	  15.6678	 7.5011
22	 1538	 121	23.1	  16.0988	 6.1701
23	 1555	 120	21.7	  15.9870	 6.5718
24	 1608	 102	24.8	  15.9767	 6.3856
25	 1693	  90	19.9	  15.5952	 6.4650
26	 1782	  84	20.5	  15.7048	 6.7157
27	 1916	  85	16.0	  15.6429	 6.5686
28	 1935	  60	13.7	  16.2761	 6.4321
29	 2018	  56	12.0	  15.6705	 6.6827
30	    0	   0	 0.0	   0.0000	 0.0000
31	 2336	  37	17.3	  15.6344	 6.0735
32	 2308	  85	16.9	  15.8875	 5.8596
33	 2557	  51	16.6	  15.8985	 6.1644
34	 2368	  42	17.6	  15.8145	 6.9789
35	 2025	  13	22.5	  15.6823	 6.5415
36	 2464	  26	 9.7	  15.6599	 6.9911
37	 2461	  53	10.3	  15.6761	 6.3084
38	    0	   0	 0.0	   0.0000	 0.0000
