order	maxcpp	nlines	contrast	RV	sig
-----	------	------	--------	--	---
 0	  460	 200	20.0	  15.5517	 6.2353
 1	  566	 199	16.1	  15.9179	 5.3058
 2	 1014	 218	21.7	  16.0446	 6.1812
 3	 1193	 206	21.9	  16.3845	 5.9996
 4	 1274	 210	19.6	  16.3873	 5.4316
 5	 1560	 214	21.3	  16.0204	 5.7276
 6	 1756	 197	23.9	  16.1748	 5.7200
 7	 1918	 181	23.9	  15.7255	 5.8898
 8	 1971	 178	20.9	  16.3144	 6.1305
 9	 1963	 147	17.4	  16.3628	 5.6374
10	 2475	 189	20.5	  16.0586	 6.1199
11	 2842	 186	20.8	  16.0313	 5.5899
12	 3022	 163	22.0	  15.8948	 6.9959
13	 3071	 136	22.4	  15.9997	 6.2154
14	 3310	 130	17.6	  16.2933	 5.8836
15	 3354	 131	17.9	  16.0265	 6.0157
16	 3657	 126	16.0	  16.1556	 5.5262
17	 3511	 138	15.9	  16.4208	 5.7138
18	 4110	 106	22.5	  16.0713	 5.9964
19	 4575	 128	20.6	  16.1771	 5.9306
20	 4602	 128	19.7	  15.5348	 6.0608
21	 5376	 124	22.0	  15.9163	 7.5804
22	 5308	 121	23.7	  16.2909	 6.2195
23	 5352	 120	22.0	  16.2282	 6.5839
24	 5550	 102	25.0	  16.2187	 6.4885
25	 5851	  90	20.2	  15.8499	 6.5944
26	 6163	  84	20.9	  15.8775	 6.6558
27	 6652	  85	16.2	  15.8984	 6.3605
28	 6700	  60	13.8	  16.5092	 6.4230
29	 6974	  56	12.0	  15.9320	 6.9100
30	    0	   0	 0.0	   0.0000	 0.0000
31	 8118	  37	17.9	  15.7985	 6.0466
32	 8019	  85	17.2	  16.0913	 5.8225
33	 8928	  51	17.0	  15.9761	 6.1678
34	 8223	  42	17.9	  15.9686	 6.9188
35	 7036	  13	23.5	  15.8718	 6.3970
36	 8600	  26	 9.9	  16.0520	 7.0534
37	 8569	  53	10.7	  16.1123	 6.4556
38	    0	   0	 0.0	   0.0000	 0.0000
