order	maxcpp	nlines	contrast	RV	sig
-----	------	------	--------	--	---
 0	  117	 200	16.8	  15.6303	 6.3747
 1	  142	 199	14.9	  15.7991	 4.8810
 2	  241	 218	20.9	  15.9559	 5.9547
 3	  282	 206	20.9	  16.0478	 6.0002
 4	  301	 210	19.3	  16.0351	 5.5127
 5	  374	 214	21.0	  15.8628	 5.8304
 6	  419	 197	23.5	  16.0500	 5.6605
 7	  458	 181	23.4	  15.5044	 5.7460
 8	  476	 178	20.9	  16.0288	 6.0741
 9	  475	 147	17.3	  16.2713	 5.6172
10	  603	 189	20.6	  15.9211	 6.0516
11	  691	 186	20.8	  15.8825	 5.5815
12	  737	 163	21.9	  15.7194	 7.1860
13	  752	 136	22.6	  15.9211	 6.2342
14	  813	 130	17.7	  16.1239	 6.0350
15	  829	 131	17.8	  15.8253	 6.0762
16	  917	 126	15.5	  15.8800	 5.4317
17	  885	 138	15.1	  16.1893	 5.7676
18	 1031	 106	21.9	  15.9518	 5.9705
19	 1149	 128	19.5	  15.9943	 6.0321
20	 1155	 128	19.2	  15.4244	 6.0591
21	 1350	 124	21.6	  15.7512	 7.6440
22	 1340	 121	23.1	  16.1780	 6.1748
23	 1350	 120	21.6	  16.0277	 6.6547
24	 1403	 102	24.4	  16.0219	 6.5149
25	 1474	  90	19.8	  15.6346	 6.4660
26	 1563	  84	20.4	  15.8039	 6.6895
27	 1671	  85	16.1	  15.7165	 6.4675
28	 1697	  60	13.5	  16.3356	 6.4489
29	 1786	  56	12.0	  15.7003	 7.0429
30	    0	   0	 0.0	   0.0000	 0.0000
31	 2062	  37	17.3	  15.7467	 6.0816
32	 2047	  85	16.9	  15.8870	 5.7441
33	 2265	  51	16.7	  15.7993	 6.2001
34	 2105	  42	17.5	  15.7897	 6.7169
35	 1814	  13	21.9	  15.5746	 6.9120
36	 2237	  26	 9.9	  15.8848	 7.1318
37	 2219	  53	10.5	  16.0139	 6.0427
38	    0	   0	 0.0	   0.0000	 0.0000
