order	maxcpp	nlines	contrast	RV	sig
-----	------	------	--------	--	---
 0	  238	 200	19.2	  15.5356	 6.2299
 1	  293	 199	16.0	  15.9697	 5.2800
 2	  528	 218	21.6	  16.0875	 6.1251
 3	  623	 206	22.1	  16.2554	 5.9643
 4	  669	 210	20.0	  16.3698	 5.4802
 5	  826	 214	21.5	  15.9707	 5.7257
 6	  933	 197	23.9	  16.1969	 5.6711
 7	 1015	 181	23.7	  15.7299	 5.8478
 8	 1048	 178	20.7	  16.2384	 6.1149
 9	 1047	 147	17.1	  16.3423	 5.6977
10	 1321	 189	20.1	  15.5226	 6.2768
11	 1524	 186	20.8	  16.0177	 5.6188
12	 1623	 163	22.1	  15.9042	 7.0189
13	 1653	 136	22.5	  16.0487	 6.1705
14	 1783	 130	17.6	  16.2144	 5.8882
15	 1809	 131	17.6	  16.1227	 6.0885
16	 1982	 126	15.9	  16.1036	 5.5381
17	 1904	 138	15.7	  16.3463	 5.7637
18	 2219	 106	22.6	  16.0517	 5.9982
19	 2462	 128	20.5	  16.1998	 5.8783
20	 2485	 128	19.4	  15.4722	 6.0174
21	 2893	 124	21.7	  15.8491	 7.4909
22	 2860	 121	23.3	  16.2650	 6.1853
23	 2889	 120	21.8	  16.2380	 6.6069
24	 2985	 102	24.6	  16.1587	 6.4956
25	 3140	  90	19.8	  15.8041	 6.5920
26	 3297	  84	20.7	  15.9465	 6.5895
27	 3560	  85	15.9	  15.9017	 6.4540
28	 3580	  60	13.7	  16.3440	 6.4107
29	 3745	  56	12.0	  15.9341	 6.6851
30	    0	   0	 0.0	   0.0000	 0.0000
31	 4327	  37	17.7	  15.8934	 6.1940
32	 4268	  85	17.0	  16.1400	 5.8170
33	 4748	  51	16.6	  15.9348	 6.1970
34	 4361	  42	17.4	  15.9548	 6.8568
35	 3763	  13	22.8	  15.9117	 6.6156
36	 4564	  26	10.1	  15.8220	 7.1048
37	 4563	  53	10.7	  16.0297	 6.5282
38	    0	   0	 0.0	   0.0000	 0.0000
