order	maxcpp	nlines	contrast	RV	sig
-----	------	------	--------	--	---
 0	  214	 200	19.0	  15.4729	 6.1990
 1	  261	 199	15.8	  15.7184	 5.4256
 2	  464	 218	21.9	  15.8908	 6.1500
 3	  543	 206	22.2	  16.1942	 5.9230
 4	  582	 210	20.0	  16.1563	 5.2838
 5	  715	 214	21.4	  15.8835	 5.7461
 6	  810	 197	24.0	  16.0959	 5.6833
 7	  878	 181	23.6	  15.5711	 5.9609
 8	  903	 178	20.9	  16.1403	 6.0830
 9	  893	 147	17.3	  16.1341	 5.6303
10	 1130	 189	20.6	  15.9634	 6.1514
11	 1293	 186	20.9	  15.9164	 5.5653
12	 1379	 163	22.1	  15.8306	 7.0998
13	 1400	 136	22.7	  15.8831	 6.1710
14	 1507	 130	17.5	  16.0500	 5.8729
15	 1527	 131	17.9	  16.0144	 6.0790
16	 1680	 126	15.8	  16.1017	 5.5083
17	 1606	 138	15.8	  16.2656	 5.7616
18	 1873	 106	22.5	  15.9645	 6.0273
19	 2078	 128	20.3	  16.0236	 5.9894
20	 2085	 128	19.4	  15.3575	 6.0720
21	 2438	 124	21.8	  15.7774	 7.5761
22	 2410	 121	23.3	  16.1722	 6.2110
23	 2430	 120	21.6	  16.1055	 6.5992
24	 2511	 102	24.5	  16.0808	 6.4224
25	 2637	  90	19.9	  15.7073	 6.5135
26	 2780	  84	20.7	  15.8504	 6.6580
27	 2982	  85	15.9	  15.7417	 6.2639
28	 3013	  60	13.5	  16.3951	 6.3458
29	 3149	  56	11.7	  15.7495	 7.0009
30	    0	   0	 0.0	   0.0000	 0.0000
31	 3645	  37	17.6	  15.6980	 6.2188
32	 3582	  85	16.8	  16.0022	 5.9074
33	 3987	  51	16.9	  15.8901	 6.1516
34	 3689	  42	18.0	  15.8746	 6.7957
35	 3190	  13	22.6	  15.7569	 6.4150
36	 3848	  26	 9.5	  15.8135	 7.2044
37	 3820	  53	10.2	  15.9140	 6.4024
38	    0	   0	 0.0	   0.0000	 0.0000
