order	maxcpp	nlines	contrast	RV	sig
-----	------	------	--------	--	---
 0	  157	 200	18.0	  15.2189	 6.1289
 1	  191	 199	14.8	  15.5083	 5.7001
 2	  334	 218	21.3	  15.8939	 6.0406
 3	  390	 206	21.3	  16.2404	 6.0910
 4	  418	 210	19.6	  16.0996	 5.3723
 5	  514	 214	21.1	  15.7787	 5.6463
 6	  576	 197	23.5	  15.9038	 5.7379
 7	  626	 181	23.6	  15.4734	 5.8944
 8	  640	 178	20.9	  16.0119	 6.0710
 9	  637	 147	17.6	  16.2454	 5.4164
10	  802	 189	20.6	  15.8520	 6.0745
11	  918	 186	20.6	  15.8402	 5.5863
12	  972	 163	22.0	  15.6796	 7.0552
13	  988	 136	22.4	  15.7748	 6.1439
14	 1065	 130	17.5	  16.0168	 5.9496
15	 1077	 131	17.4	  15.9384	 6.0484
16	 1176	 126	15.8	  15.8967	 5.4881
17	 1127	 138	15.5	  16.2698	 5.7982
18	 1312	 106	22.0	  15.8926	 6.0865
19	 1446	 128	20.0	  16.0130	 6.0065
20	 1462	 128	19.2	  15.3603	 6.1452
21	 1691	 124	21.5	  15.6458	 7.6391
22	 1660	 121	23.2	  16.0512	 6.2456
23	 1676	 120	21.5	  15.9405	 6.6069
24	 1728	 102	24.4	  15.9698	 6.4682
25	 1808	  90	19.8	  15.6728	 6.5258
26	 1892	  84	20.5	  15.6476	 6.6788
27	 2033	  85	15.9	  15.6647	 6.3564
28	 2035	  60	13.6	  16.3398	 6.4133
29	 2127	  56	11.7	  15.8004	 6.7762
30	    0	   0	 0.0	   0.0000	 0.0000
31	 2441	  37	17.6	  15.6414	 5.9846
32	 2399	  85	16.6	  15.7415	 5.7949
33	 2667	  51	16.5	  15.9654	 6.0546
34	 2451	  42	17.9	  15.8160	 6.8192
35	 2113	  13	22.7	  15.9309	 6.1613
36	 2548	  26	 9.7	  15.6794	 7.1531
37	 2539	  53	10.7	  15.6100	 6.4603
38	    0	   0	 0.0	   0.0000	 0.0000
