order	maxcpp	nlines	contrast	RV	sig
-----	------	------	--------	--	---
 0	  159	 200	17.1	  15.6589	 6.5490
 1	  192	 199	14.9	  15.8737	 5.0014
 2	  340	 218	21.1	  15.9925	 6.2915
 3	  396	 206	21.3	  16.1589	 6.0665
 4	  421	 210	19.7	  16.3188	 5.4459
 5	  519	 214	21.4	  15.9415	 5.6902
 6	  584	 197	23.9	  16.0866	 5.6486
 7	  634	 181	23.6	  15.5955	 5.8606
 8	  654	 178	21.0	  16.1836	 6.1931
 9	  650	 147	17.2	  16.3710	 5.6581
10	  826	 189	20.5	  15.9444	 6.1753
11	  943	 186	20.7	  15.8514	 5.6340
12	 1012	 163	22.0	  15.8046	 7.0149
13	 1027	 136	22.1	  15.8665	 6.1728
14	 1108	 130	17.3	  16.1491	 5.9974
15	 1126	 131	17.4	  15.9896	 6.1716
16	 1238	 126	15.7	  15.9688	 5.6440
17	 1190	 138	15.7	  16.2368	 5.8217
18	 1389	 106	22.3	  15.9743	 6.0009
19	 1539	 128	20.2	  16.1067	 6.0021
20	 1550	 128	19.4	  15.2967	 6.1492
21	 1811	 124	21.7	  15.6752	 7.6115
22	 1788	 121	23.4	  16.1749	 6.1542
23	 1815	 120	21.8	  16.0751	 6.6451
24	 1878	 102	24.5	  16.0821	 6.4528
25	 1969	  90	19.7	  15.6914	 6.5041
26	 2079	  84	20.6	  15.7943	 6.6121
27	 2247	  85	16.1	  15.7663	 6.5045
28	 2258	  60	13.5	  16.3319	 6.3227
29	 2359	  56	11.5	  15.7365	 6.8027
30	    0	   0	 0.0	   0.0000	 0.0000
31	 2738	  37	17.5	  15.7125	 6.1499
32	 2714	  85	16.9	  16.0428	 5.7637
33	 3012	  51	16.5	  15.8487	 6.1239
34	 2799	  42	17.5	  15.8351	 6.8320
35	 2390	  13	23.2	  15.5910	 6.6808
36	 2927	  26	10.2	  15.7577	 6.6157
37	 2932	  53	10.3	  15.9176	 6.4822
38	    0	   0	 0.0	   0.0000	 0.0000
