order	maxcpp	nlines	contrast	RV	sig
-----	------	------	--------	--	---
 0	  191	 200	18.8	  15.4699	 6.4127
 1	  234	 199	15.9	  15.7537	 5.4155
 2	  412	 218	21.8	  16.0300	 6.2555
 3	  480	 206	21.6	  16.1946	 6.1017
 4	  514	 210	19.8	  16.3008	 5.4898
 5	  637	 214	21.3	  15.9428	 5.7227
 6	  715	 197	23.9	  16.0617	 5.6883
 7	  772	 181	23.6	  15.5372	 5.9141
 8	  793	 178	21.0	  16.1447	 6.1894
 9	  789	 147	17.7	  16.2462	 5.5508
10	 1003	 189	20.4	  15.8580	 6.1584
11	 1143	 186	20.8	  15.8782	 5.5971
12	 1219	 163	22.1	  15.7568	 7.0201
13	 1235	 136	22.4	  16.0121	 6.1381
14	 1331	 130	17.8	  16.1641	 5.9044
15	 1355	 131	17.6	  16.0202	 6.0878
16	 1482	 126	15.9	  16.0599	 5.5440
17	 1423	 138	15.6	  16.2089	 5.7902
18	 1659	 106	22.4	  15.9479	 5.9660
19	 1832	 128	20.3	  16.0654	 5.9547
20	 1853	 128	19.3	  15.4494	 6.0044
21	 2162	 124	21.5	  15.7768	 7.6829
22	 2132	 121	23.3	  16.1588	 6.2526
23	 2154	 120	21.8	  16.1144	 6.6237
24	 2229	 102	24.6	  16.0991	 6.5366
25	 2339	  90	19.9	  15.7027	 6.5949
26	 2465	  84	20.4	  15.8210	 6.7574
27	 2645	  85	15.9	  15.7691	 6.2978
28	 2675	  60	13.5	  16.2499	 6.5252
29	 2779	  56	11.9	  15.7613	 6.6248
30	    0	   0	 0.0	   0.0000	 0.0000
31	 3231	  37	17.4	  15.6779	 6.0733
32	 3190	  85	16.8	  15.9857	 5.7377
33	 3537	  51	16.4	  15.8449	 6.2801
34	 3279	  42	17.7	  15.8365	 6.8526
35	 2794	  13	23.9	  15.8126	 6.1828
36	 3411	  26	10.0	  15.6894	 7.2028
37	 3412	  53	10.5	  16.1249	 6.2796
38	    0	   0	 0.0	   0.0000	 0.0000
