order	maxcpp	nlines	contrast	RV	sig
-----	------	------	--------	--	---
 0	  176	 200	18.6	  15.5824	 6.4186
 1	  217	 199	15.2	  15.7126	 5.3638
 2	  382	 218	21.5	  15.9295	 6.1142
 3	  449	 206	21.8	  16.2800	 5.9678
 4	  482	 210	19.7	  16.3379	 5.5720
 5	  594	 214	21.4	  15.8862	 5.7273
 6	  671	 197	24.0	  16.0496	 5.6679
 7	  735	 181	23.5	  15.5876	 5.9058
 8	  761	 178	20.8	  16.1089	 6.2600
 9	  750	 147	17.2	  16.2638	 5.7168
10	  953	 189	20.5	  15.8583	 6.1342
11	 1096	 186	20.7	  15.8275	 5.5758
12	 1169	 163	21.9	  15.7488	 7.0734
13	 1192	 136	22.4	  15.7747	 6.1927
14	 1290	 130	17.7	  16.1808	 5.9563
15	 1309	 131	17.7	  15.8451	 6.0337
16	 1436	 126	15.9	  15.8651	 5.6104
17	 1383	 138	15.6	  16.2393	 5.7964
18	 1617	 106	22.4	  15.9333	 6.0433
19	 1802	 128	20.3	  16.0267	 5.9409
20	 1809	 128	19.5	  15.3355	 6.0266
21	 2121	 124	21.5	  15.7001	 7.5656
22	 2096	 121	23.3	  16.1210	 6.2125
23	 2119	 120	21.7	  16.0257	 6.6360
24	 2195	 102	24.6	  16.0205	 6.4432
25	 2310	  90	19.7	  15.6799	 6.6327
26	 2436	  84	20.7	  15.8151	 6.6614
27	 2617	  85	16.0	  15.8153	 6.3908
28	 2640	  60	13.5	  16.4527	 6.5133
29	 2755	  56	11.8	  15.8593	 6.9055
30	    0	   0	 0.0	   0.0000	 0.0000
31	 3199	  37	17.5	  15.8202	 6.1839
32	 3168	  85	16.7	  15.9297	 5.8561
33	 3531	  51	16.7	  15.9324	 6.2380
34	 3264	  42	17.9	  15.7556	 6.8397
35	 2819	  13	22.9	  15.7734	 6.4994
36	 3409	  26	 9.4	  15.6671	 6.7226
37	 3417	  53	10.3	  16.0410	 6.4602
38	    0	   0	 0.0	   0.0000	 0.0000
