order	maxcpp	nlines	contrast	RV	sig
-----	------	------	--------	--	---
 0	  132	 200	16.7	  15.6521	 6.4044
 1	  158	 199	14.9	  15.6193	 5.2560
 2	  273	 218	21.4	  16.0817	 5.9410
 3	  322	 206	21.7	  16.1307	 5.7473
 4	  343	 210	19.5	  16.3190	 5.5639
 5	  422	 214	21.1	  16.0039	 5.7683
 6	  476	 197	23.5	  16.0831	 5.6800
 7	  515	 181	23.4	  15.5837	 5.9406
 8	  534	 178	21.1	  16.0970	 6.0988
 9	  534	 147	17.0	  16.2411	 5.5911
10	  676	 189	20.4	  15.9096	 6.2231
11	  776	 186	20.9	  15.9997	 5.5861
12	  833	 163	22.2	  15.8152	 6.9727
13	  847	 136	22.5	  15.7291	 6.0406
14	  915	 130	17.4	  16.1392	 5.9119
15	  931	 131	17.5	  15.8936	 6.0287
16	 1030	 126	15.4	  16.1895	 5.6619
17	  989	 138	15.2	  16.2640	 5.7801
18	 1159	 106	22.1	  15.9500	 6.0071
19	 1288	 128	19.9	  16.0295	 5.9639
20	 1302	 128	19.1	  15.3294	 6.0299
21	 1514	 124	21.6	  15.8748	 7.5444
22	 1509	 121	23.1	  16.2246	 6.2392
23	 1523	 120	21.5	  16.1409	 6.5974
24	 1574	 102	24.8	  16.0934	 6.3814
25	 1663	  90	19.9	  15.7059	 6.4701
26	 1761	  84	20.4	  15.7479	 6.6377
27	 1891	  85	15.7	  15.9360	 6.5178
28	 1912	  60	13.4	  16.2904	 6.4004
29	 2006	  56	11.9	  15.7521	 6.9342
30	    0	   0	 0.0	   0.0000	 0.0000
31	 2323	  37	17.3	  15.6587	 6.1026
32	 2302	  85	16.7	  16.0068	 5.7836
33	 2553	  51	16.7	  16.0733	 6.1621
34	 2369	  42	17.8	  15.7574	 6.9019
35	 2022	  13	22.4	  15.8169	 6.8485
36	 2482	  26	10.0	  15.5904	 7.2208
37	 2476	  53	10.5	  15.7751	 6.5211
38	    0	   0	 0.0	   0.0000	 0.0000
