order	maxcpp	nlines	contrast	RV	sig
-----	------	------	--------	--	---
 0	  219	 200	18.9	  15.4702	 6.4181
 1	  268	 199	15.4	  15.7452	 5.2281
 2	  476	 218	21.4	  15.9453	 6.1876
 3	  555	 206	21.8	  16.0871	 5.9852
 4	  595	 210	20.0	  16.2018	 5.5344
 5	  731	 214	21.6	  15.9532	 5.6815
 6	  823	 197	24.0	  16.0490	 5.7194
 7	  893	 181	23.9	  15.5605	 5.8073
 8	  917	 178	20.9	  16.1159	 6.0114
 9	  911	 147	17.3	  16.2869	 5.5821
10	 1154	 189	20.2	  15.9642	 6.1371
11	 1321	 186	20.6	  15.8559	 5.5590
12	 1405	 163	21.9	  15.7612	 7.0433
13	 1431	 136	22.7	  15.8397	 6.1498
14	 1539	 130	17.8	  16.1484	 5.9134
15	 1558	 131	17.9	  15.9843	 5.9788
16	 1710	 126	15.8	  16.0595	 5.6452
17	 1640	 138	15.8	  16.1632	 5.7415
18	 1913	 106	22.5	  15.9014	 5.9818
19	 2118	 128	20.4	  16.0395	 5.9109
20	 2139	 128	19.5	  15.3860	 5.9978
21	 2492	 124	21.6	  15.7514	 7.5040
22	 2459	 121	23.3	  16.1261	 6.2237
23	 2484	 120	21.8	  16.1166	 6.5456
24	 2570	 102	24.9	  16.0992	 6.4447
25	 2699	  90	19.7	  15.7017	 6.5422
26	 2850	  84	20.5	  15.7928	 6.7251
27	 3053	  85	16.0	  15.7961	 6.3288
28	 3075	  60	13.7	  16.4364	 6.2596
29	 3206	  56	11.8	  15.7891	 6.6470
30	    0	   0	 0.0	   0.0000	 0.0000
31	 3727	  37	17.3	  15.9213	 6.2514
32	 3681	  85	16.8	  15.9868	 5.8591
33	 4079	  51	16.6	  15.9234	 6.1641
34	 3792	  42	17.8	  15.9419	 6.7310
35	 3244	  13	22.7	  15.8294	 6.2610
36	 3931	  26	10.1	  15.6756	 6.7382
37	 3916	  53	10.3	  15.9601	 6.3765
38	    0	   0	 0.0	   0.0000	 0.0000
