order	maxcpp	nlines	contrast	RV	sig
-----	------	------	--------	--	---
 0	  119	 200	17.1	  15.5821	 6.5104
 1	  144	 199	14.0	  15.7610	 5.3236
 2	  247	 218	20.3	  15.9002	 6.1276
 3	  286	 206	20.6	  16.2774	 6.1774
 4	  308	 210	19.0	  16.3311	 5.4831
 5	  378	 214	21.3	  15.8890	 5.5894
 6	  427	 197	23.5	  16.0130	 5.7373
 7	  466	 181	23.3	  15.4686	 5.8795
 8	  479	 178	20.9	  16.0824	 6.0852
 9	  481	 147	17.4	  16.3838	 5.5416
10	  608	 189	20.4	  15.9273	 6.1340
11	  700	 186	20.8	  15.8608	 5.6781
12	  750	 163	22.3	  15.7246	 7.1086
13	  764	 136	22.4	  15.8524	 6.2595
14	  823	 130	17.4	  15.9590	 5.8602
15	  839	 131	17.8	  15.9257	 5.9472
16	  932	 126	15.4	  15.8599	 5.6199
17	  894	 138	15.4	  16.1130	 5.8032
18	 1042	 106	21.8	  15.8339	 5.9789
19	 1163	 128	20.3	  16.0220	 5.9088
20	 1170	 128	19.2	  15.3048	 6.0807
21	 1365	 124	21.4	  15.6696	 7.7432
22	 1349	 121	23.0	  16.1799	 6.1287
23	 1366	 120	21.5	  16.0878	 6.6434
24	 1415	 102	24.2	  16.0157	 6.4721
25	 1490	  90	19.6	  15.6336	 6.6390
26	 1567	  84	20.6	  15.7365	 6.6764
27	 1680	  85	15.8	  15.7044	 6.2352
28	 1701	  60	13.6	  16.1986	 6.4974
29	 1777	  56	12.0	  15.8525	 6.8839
30	    0	   0	 0.0	   0.0000	 0.0000
31	 2068	  37	17.4	  15.7146	 6.0982
32	 2050	  85	16.6	  15.9606	 5.8385
33	 2276	  51	16.4	  15.9434	 6.1252
34	 2104	  42	17.6	  15.8187	 6.9305
35	 1820	  13	22.5	  15.7430	 6.5043
36	 2214	  26	 9.6	  16.3293	 7.5465
37	 2226	  53	10.2	  15.9269	 6.3151
38	    0	   0	 0.0	   0.0000	 0.0000
