order	maxcpp	nlines	contrast	RV	sig
-----	------	------	--------	--	---
 0	  269	 200	19.2	  15.5619	 6.1801
 1	  326	 199	16.2	  15.8146	 5.3377
 2	  588	 218	21.9	  15.9556	 6.1506
 3	  686	 206	22.2	  16.1958	 5.9537
 4	  734	 210	19.9	  16.2242	 5.4632
 5	  898	 214	21.3	  15.9340	 5.7420
 6	 1013	 197	23.7	  16.1615	 5.7186
 7	 1095	 181	23.7	  15.5632	 5.8818
 8	 1127	 178	20.8	  16.2348	 6.1996
 9	 1123	 147	17.2	  16.2301	 5.6528
10	 1414	 189	20.6	  15.9423	 6.1373
11	 1618	 186	20.7	  15.8913	 5.6353
12	 1724	 163	22.1	  15.7878	 7.0289
13	 1753	 136	22.3	  15.9581	 6.2172
14	 1882	 130	17.6	  16.0181	 5.8787
15	 1900	 131	17.7	  16.0880	 6.1111
16	 2088	 126	15.8	  15.9853	 5.6644
17	 1994	 138	15.7	  16.3051	 5.8365
18	 2331	 106	22.4	  15.9657	 6.0138
19	 2573	 128	20.4	  16.0218	 5.9325
20	 2597	 128	19.6	  15.3828	 6.0554
21	 3027	 124	21.4	  15.7729	 7.5972
22	 2984	 121	23.4	  16.2215	 6.1982
23	 3006	 120	21.9	  16.0724	 6.5410
24	 3107	 102	24.6	  16.1218	 6.4765
25	 3260	  90	20.0	  15.7141	 6.5477
26	 3441	  84	20.7	  15.8146	 6.6852
27	 3688	  85	16.0	  15.7958	 6.4044
28	 3717	  60	13.9	  16.3877	 6.4767
29	 3878	  56	12.1	  15.9088	 6.7089
30	    0	   0	 0.0	   0.0000	 0.0000
31	 4481	  37	17.8	  15.8972	 6.1609
32	 4418	  85	17.0	  15.9442	 5.8732
33	 4911	  51	16.7	  15.7721	 6.2624
34	 4527	  42	18.0	  15.8602	 6.7055
35	 3850	  13	23.5	  15.6647	 6.3077
36	 4716	  26	10.0	  15.7404	 6.9980
37	 4702	  53	10.4	  16.1880	 6.5264
38	    0	   0	 0.0	   0.0000	 0.0000
